<html>
 <head></head>
 <body

🇯🇵🔞以下需更新源码松视169直播区_99811,#genre# 
FXX HD,p3p://108.181.32.169:40891/645fb78600098f61cf3d0ed1150f614a
American Heroes Channel,p3p://108.181.32.169:40891/645fbbb90002dce0cf4d74571fc73678
Animal Planet,p3p://108.181.32.169:40891/645fbbb90001ac30cf4d74094f410ac9
Boomerang,p3p://108.181.32.169:40891/645fbbb8000d5c60cf4d731f793375f9
Bravo,p3p://108.181.32.169:40891/645fbbb7000ed03ecf4d6f965eef3fe5
Baby TV,p3p://108.181.32.169:40891/645fa0cf000dc95ccee45512712a51fd
Cartoon Network,p3p://108.181.32.169:40891/645fbdca000b25b2cf5588e126f826a4
Court TV,p3p://108.181.32.169:40891/645fbbb70008dccdcf4d6e107b5c1b8f
Nat Geo Wild,p3p://108.181.32.169:40891/645fbc4e000ef087cf4fbd770b2c438b
Nat Geo,p3p://108.181.32.169:40891/645fbc5a000d37fccf4febe77c8856bb
nickelodeon TOONS HD,p3p://108.181.32.169:40891/645fbc7000073512cf50404d40471c58
NICK JR,p3p://108.181.32.169:40891/646270f7000efc24d9e1377e6e776138
nickelodeon MUSIC,p3p://108.181.32.169:40891/6462700200081b15d9dd78b270197060
Nick Music,p3p://108.181.32.169:40891/6462701400067a04d9ddbe98570c53f1
WWE,p3p://108.181.32.169:40891/6462701400067a04d9ddbe9873b90463
TCM,p3p://108.181.32.169:40891/646271c6000aa69fd9e45efb74141bfe
TBS,p3p://108.181.32.169:40891/64626ffc000b95aad9dd622652330147
DIY Network,p3p://108.181.32.169:40891/64627016000985b8d9ddc72f70d00e9e
Dog TV,p3p://108.181.32.169:40891/6462702f000f1a04d9de2a4569c51756
Lifetime,p3p://108.181.32.169:40891/6462704200005b24d9de70b7255a7658
LIFETIME MOVIES,p3p://108.181.32.169:40891/6463a5a5000a7afede96fe1018a905c5
BEIN SPORTS 11,p3p://108.181.32.169:40891/6463a5b400077f08de9737e474b0055b
Uoo7: BeIN Sports 4,p3p://108.181.32.169:40891/6463a5cb00045120de9790ec0ec340aa
Uoo7: BeIN Sports 6,p3p://108.181.32.169:40891/6463a5de00091722de97dc4d0e413139
beIN Sports Uoo7,p3p://108.181.32.169:40891/6463a5eb000a7089de980f6e0e9c48d5
Supersport Premier League,p3p://108.181.32.169:40891/6463a5f80008b1c0de9841c45e2d124f
Supersport Football,p3p://108.181.32.169:40891/6463a606000229f7de9876c846553fcc
Supersport LaLiga,p3p://108.181.32.169:40891/6463a6260000ab5fde98f3660a053de2
SuperSport MaXimo,p3p://108.181.32.169:40891/6463a638000409ffde993a937bef2d62
Supersport Motorsport,p3p://108.181.32.169:40891/6463a64500015776de996caa4be276c3
Supersport PSL,p3p://108.181.32.169:40891/6463a8ff000b74a1dea415d470ea7983
Supersport Variety 3,p3p://108.181.32.169:40891/6463a90d000d7e9adea44d0a511a6930
Supersport Variety 4,p3p://108.181.32.169:40891/6463a926000e1336dea4aed876667f60
Tennis Channel,p3p://108.181.32.169:40891/6463a94a000dac55dea53b5e725857f0
E! Entertainment,p3p://108.181.32.169:40891/6463a9740001391ddea5dc3e432509a2
Syfy,p3p://108.181.32.169:40891/6463a98300033cd8dea6175a59d77cab
Syfy East HD,p3p://108.181.32.169:40891/6463a9a00000a04bdea687f71d762dd5
Starz Encore Suspense,p3p://108.181.32.169:40891/6463a9c40007d76bdea716705bdc07cf
Starz Encore Westerners,p3p://108.181.32.169:40891/6463a9eb00075dcfdea7aea918277655
CMC Uoo7,p3p://108.181.32.169:40891/6463af990004c1a9debdddb529d477dc
History,p3p://108.181.32.169:40891/6463afa5000ae40edebe0e274b9f668b
History 2,p3p://108.181.32.169:40891/6463afb1000d7464debe3daf571548ff
H2,p3p://108.181.32.169:40891/6463afbe000d9d1bdebe70825c5a097a
Longhorn Network,p3p://108.181.32.169:40891/6463afcd00065844debea93d00cc790a
TLC,p3p://108.181.32.169:40891/6463afd90007b7e9debed8772a126a6b
EPIX Hits,p3p://108.181.32.169:40891/6463afe700066cc2debf0ed300a64c66
Fuse,p3p://108.181.32.169:40891/6463aff3000eb398debf3fd11dad2ee9
NewsmaxTV,p3p://108.181.32.169:40891/6463b008000a617cdebf90be602c4318
MSNBC,p3p://108.181.32.169:40891/6463b01500091c93debfc3337c9a0e9c
BBC World News,p3p://108.181.32.169:40891/6465a784000201aee66e4af152371a81
Cheddar News,p3p://108.181.32.169:40891/6465a78f00077382e66e774d7a1176a6
Smithsonian Channel,p3p://108.181.32.169:40891/6465a79d00097d7be66eae831da34d70
Showtime 2 4K+,p3p://108.181.32.169:40891/6465a7b1000c18cee66efd4e762372f9
Showtime Family Zone,p3p://108.181.32.169:40891/6465a7bf0005cdf6e66f326272d24e9f
Showtime Showcase,p3p://108.181.32.169:40891/6465a7cc0000033ce66f63ae51f40777
SHOWTIME NEXT,p3p://108.181.32.169:40891/6465a7d700062be0e66f903a66377362
ShowTime Woman,p3p://108.181.32.169:40891/6465a7e4000248a7e66fc203775c31a0
Al Jazeera,p3p://108.181.32.169:40891/6465a7ef000203fae66fecea78625081
The Weather Channel,p3p://108.181.32.169:40891/6465a7fb0004575fe6701c626deb47fd
BET,p3p://108.181.32.169:40891/6465abd00001206ae67f139c230c5814
MOTOR TREND,p3p://108.181.32.169:40891/6465abd00001206ae67f139c764a6ace
FREE SPEECH TV,p3p://108.181.32.169:40891/6465abd00000e37ae67f138c292320b2
NEWS 12 CONNECTICUT,p3p://108.181.32.169:40891/6465abce000b2c48e67f0e5e77df4110
NEWS 12 LONG ISLAND,p3p://108.181.32.169:40891/6465abe3000a2f4de67f6026547a726c
NEWS 12 THE BRONX,p3p://108.181.32.169:40891/6465abfa00086f05e67fb98b35733f88
NEWS 12 WESTCHESTER,p3p://108.181.32.169:40891/6465ac0a00093bd1e67ff8404bce63ed
NEWSY,p3p://108.181.32.169:40891/6465ac1c0003cbc0e6803d2b05391318
RT AMERICA,p3p://108.181.32.169:40891/6465ac2800084395e6806d30799b0f28
ASPIRE TV,p3p://108.181.32.169:40891/6465ac44000f32c7e680dc572130539e
CHARGE!,p3p://108.181.32.169:40891/6465b54500006776e6a404702c326fa0
DABL,p3p://108.181.32.169:40891/6465b5500000d99ae6a42f8608ee0231
GET TV,p3p://108.181.32.169:40891/6465b55a000b146ce6a4593440485387
HEROES,p3p://108.181.32.169:40891/6465b5660008e201e6a4878406bc226b
MTV 2,p3p://108.181.32.169:40891/6465b57200035a76e6a4b4fa39e03456
MTV CLASSIC,p3p://108.181.32.169:40891/6465b57e000664abe6a4e4a12a9c53c2
MTV UHD,p3p://108.181.32.169:40891/6465b595000b11b4e6a53fac6b7c2eaa
OUTDOOR CHANNEL,p3p://108.181.32.169:40891/6465b5a0000c3aa7e6a56af0523416a8
OUTSIDE TV,p3p://108.181.32.169:40891/6465b5b40006443ae6a5b78954da1b38
OVATION,p3p://108.181.32.169:40891/6465c0d70008633ae6d138ca65746d56
OWN,p3p://108.181.32.169:40891/6465c0e300040c5ee6d1668d39922d8b
PARAMOUNT NETWORK,p3p://108.181.32.169:40891/6465c0f300032e9ae6d1a4d574ed2855
PBS,p3p://108.181.32.169:40891/6465c0fe0007acaee6d1d0f3686a31ca
POP,p3p://108.181.32.169:40891/6465c12700085746e6d271474f017d4a
POP TV,p3p://108.181.32.169:40891/6465c131000b3108e6d2991278326004
QVC,p3p://108.181.32.169:40891/6465c13e00028b0ee6d2c9a339d47db8
QVC UHD,p3p://108.181.32.169:40891/6465c1480004ae00e6d2f13f4ba531c7
RFD-TV,p3p://108.181.32.169:40891/6465c15c000524e3e6d33f7e534b3a92
TRU TV,p3p://108.181.32.169:40891/64682b2c00003594f04092bd64972b7e
TRU-TV UHD,p3p://108.181.32.169:40891/64682b36000c1af7f040bcd964be2353
TV LAND,p3p://108.181.32.169:40891/64682b43000743fdf040ee6460c377b4
TV LAND UHD,p3p://108.181.32.169:40891/64682b500000c273f0411f8157394a34
WAPA AMERICA,p3p://108.181.32.169:40891/64682b5a000a8366f04149101c5d5e77
WE TV,p3p://108.181.32.169:40891/64682b6500031a98f041722362770d0d
WE TV UHD,p3p://108.181.32.169:40891/64682b70000e7fddf041a006314532d9
WE TV+,p3p://108.181.32.169:40891/64682b85000a2dc1f041f0f3612c3741
WGN AMERICA,p3p://108.181.32.169:40891/64682b90000a9fe5f0421c083ebb6528
UNIVERoo7L KIDS,p3p://108.181.32.169:40891/64682b9c000e9ddaf0424bee25af494e
CINEMAX MOREMAX,p3p://108.181.32.169:40891/64682c13000f0c0bf0441ce2648a038d
HDNET MOVIES,p3p://108.181.32.169:40891/64682c1e000d1ccef044475c44c04e88
OUTERMAX,p3p://108.181.32.169:40891/64682c2b000d0895f0447a1f32971abf
RETROPLEX,p3p://108.181.32.169:40891/64682c38000edbdcf044ad5e53c1581a
BALLY SPORTS ARIZONA PLUS,p3p://108.181.32.169:40891/64682c4400013c70f044d8c23c785ebb
BALLY SPORTS GREAT LAKES,p3p://108.181.32.169:40891/64682c4f000040f3f04503797ca74a7c
NBCSN BAY AREA,p3p://108.181.32.169:40891/64682c5c000b99bbf045392909a95b04

🇨🇳港澳台p3p直播二区_4475,#genre# 
大湾区视频陆,p3p://108.181.32.169:40891/64261096000de036ee0a4f3b523d603e
凤凰中文频陆,p3p://108.181.32.169:40891/6410229e000655dd98612e41401e3e7d
凤凰中文频陆,p3p://108.181.32.169:40891/641fd7b400080236d5bc536f5d82159c
凤凰资讯频陆,p3p://108.181.32.169:40891/641022be000e5cc69861ad4f5a025336
凤凰香港频陆,p3p://108.181.32.169:40891/641022da0005d3069862188000a64525
有线新闻频陆,p3p://108.181.32.169:40891/6533f8d200067abd2d0ae8f534c10d88
now新闻频陆,p3p://108.181.32.169:40891/6410254c0006df63986ba60f292a7500
Plus综合频陆,p3p://108.181.32.169:40891/641021800006a527985cd1244315142d
pₒₚc电影频陆,p3p://108.181.32.169:40891/6425242d000d55adea6ed4fa37195f98
无线翡翠频陆,p3p://108.181.32.169:40891/6533f5c20003762b2cfef1ac322c6404
无线明珠频陆,p3p://108.181.32.169:40891/6533f84d00047c732d08e0ea71ab4e92
无线星河粤陆,p3p://108.181.32.169:40891/641021c50003c5af985dddf037af353c
无线星河国陆,p3p://108.181.32.169:40891/641021e900026b0f985e6a374d7d56bb
无线功夫频陆,p3p://108.181.32.169:40891/6411291b0004b01b9c62861646d00929
无线娱乐频陆,p3p://108.181.32.169:40891/64102219000c6f74985f28485a5a5799
无线经典频陆,p3p://108.181.32.169:40891/6410219e0000704b985d44bd2a501d47
无线粤片频陆,p3p://108.181.32.169:40891/643361c7000d4bee220f05703b541d41
无线华剧频陆,p3p://108.181.32.169:40891/643361e10003610a220f68773c0b4c78
无线戏曲频陆,p3p://108.181.32.169:40891/64336236000b18a12210b67722665e99
黄金翡翠频陆,p3p://108.181.32.169:40891/6533f6f8000f2ebd2d03af9d53e46544
黄金华剧频陆,p3p://108.181.32.169:40891/64206c63000c3a90d801201c5fe2483a
有线资讯频陆,p3p://108.181.32.169:40891/6427e50e0008e093f53042b347a45e2f
有线综讯频陆,p3p://108.181.32.169:40891/641022340009a273985f91092cb6113d
有线赛讯频陆,p3p://108.181.32.169:40891/6533f044000117a52ce97ce95ac54bb3
有线赛马频陆,p3p://108.181.32.169:40891/6533f34d0002237a2cf5584a11195950
Astr剧集粤陆,p3p://108.181.32.169:40891/6427ba150003a8b2f48864c0637f78d5
Astr综合频陆,p3p://108.181.32.169:40891/64124c2d0006c6eba0d384f41e28720a
Astr欢喜频陆,p3p://108.181.32.169:40891/64124caf0002a78fa0d57fb777596e7b
Astr爱奇艺陆,p3p://108.181.32.169:40891/649672870005e0a5a5062d0e1384610b
Astr综艺频陆,p3p://108.181.32.169:40891/64124cfa00001c82a0d6a40858217ea4
now财经频陆,p3p://108.181.32.169:40891/641020d00004bf91985a212731011c3c
now爆谷频陆,p3p://108.181.32.169:40891/641af90c000328bac2b691f11db2274a
now星影粤陆,p3p://108.181.32.169:40891/641af926000cc2b9c2b6f9f75c8d2b97
now星影国陆,,p3p://108.181.32.169:40891/641af90c000328bac2b691f11db2274a
now英超粤陆,p3p://108.181.32.169:40891/64d74c1600083555223b68096e79387e
now体育英陆,p3p://108.181.32.169:40891/64b8f92b000089e02be334b114c32320
now体育频陆,p3p://108.181.32.169:40891/64100a6b000527e19802a6b80be147fa
now体育备陆,p3p://108.181.32.169:40891/6410211d00048968985b4de16d6e5b6a
VIUTV台粤陆,p3p://108.181.32.169:40891/641021400008eb86985bd7b90b510a5b
VIUTV台英陆,p3p://108.181.32.169:40891/6410215d000ad4ca985c497e192b3552
RTHK31频陆,p3p://108.181.32.169:40891/64101f330006ab429853d45f7940453b
RTHK32频陆,p3p://108.181.32.169:40891/641020b00001b8599859a360613572d7
澳门莲花频陆,p3p://108.181.32.169:40891/64100aec000c7bc59804a081537730cb
美亚电影粤陆,p3p://108.181.32.169:40891/642525310003ad3cea72ca2155c734c3
美亚电影粤陆,p3p://108.181.32.169:40891/6410224e00097a01985ff68e53d22e70
天映频道粤陆,p3p://108.181.32.169:40891/64124e0f00045619a0dadf2552b73bf8
天映频道频陆,p3p://108.181.32.169:40891/64124e2b000b454ba0db4e4b137c6137
纬来电影国陆,p3p://108.181.32.169:40891/64251eae0001bef7ea5959e100ae671e
東森电影国陆,p3p://108.181.32.169:40891/64253899000a078deabe99ff587050b0
龙翔电影国陆,p3p://108.181.32.169:40891/642d014b0009f96e092658cb4e1b23ff
好莱坞电影陆,p3p://108.181.32.169:40891/6425244f0001184fea6f56a70aca63d2
耀才财经频陆,p3p://108.181.32.169:40891/64102268000ecb1f98605d7b0a602bf4
CH288赛马陆,p3p://108.181.32.169:40891/6533f484000c2b3e2cfa19b55cab3b9b
CH289赛马陆,p3p://108.181.32.169:40891/6533f5040003559d2cfc0b7268db0ab8
now英超4k陆,p3p://108.181.32.169:40891/64d74cf7000556f0223ed6366e5f689a
now英超1e陆,p3p://108.181.32.169:40891/64d74cb1000cc276223dc6ac654a2299
now体育壹陆,p3p://108.181.32.169:40891/643361f20007b9a9220fabfc3001244e
now体育叁陆,p3p://108.181.32.169:40891/6433621d000d9c3522105573223958e1
now体育肆陆,p3p://108.181.32.169:40891/6437999f00025f983289265f38ef3722
now体育伍陆,p3p://108.181.32.169:40891/643799aa000e7bac3289547135e05a80
now体育陆陆,p3p://108.181.32.169:40891/643799bb00044f193289943e2e5f6ac1
now体育柒陆,p3p://108.181.32.169:40891/643799ca000a29a43289d0542d57262c
HBO-HD频陆,p3p://108.181.32.169:40891/64137f0b0006a17fa58238155813216c
hbo家庭频陆,p3p://108.181.32.169:40891/64137f3c000d4a86a582f93235111bc5
hbo原创频陆,p3p://108.181.32.169:40891/64137f700008f329a583c3344ddf5dfc
hbo强档频陆,p3p://108.181.32.169:40891/64137f970005246ea5845a9326ce6233
Discovery_陆,p3p://108.181.32.169:40891/641383f300048101a59561c464b07293
KixHD频道陆,p3p://108.181.32.169:40891/6413854d000785b1a59aaa2924fa1aa7
东森新闻频陆,p3p://108.181.32.169:40891/64251f9700046520ea5ce8b85b6c11da
tvbs新闻频陆,p3p://108.181.32.169:40891/64252188000673fcea647eb0397d464d
寰宇新闻频陆,p3p://108.181.32.169:40891/64295eb60008744efaf37ae07d17520b
非凡新闻频陆,p3p://108.181.32.169:40891/64258e8600060f7eec0e3ebd6c49020e
三立新闻频陆,p3p://108.181.32.169:40891/64251e23000bcd04ea573d7c0f0a002e
年代新闻频陆,p3p://108.181.32.169:40891/645b2569000acf2fbd624de55e212fb2
闽南壹新闻陆,p3p://108.181.32.169:40891/642521bd0005dfe9ea654d921969472d
民视新闻频陆,p3p://108.181.32.169:40891/64c859e10007934267f487ac0fa618e0
中视新闻频陆,p3p://108.181.32.169:40891/642d016e000643ab0926e0907da252ca
公视闽南频陆,p3p://108.181.32.169:40891/64251df1000b5a9cea567a0e255d4664
台视闽南频陆,p3p://108.181.32.169:40891/64251e0800060844ea56d28a6fad038f
台视财经频陆,p3p://108.181.32.169:40891/6448a761000bec1a75267316701e7a90
华视综合频陆,p3p://108.181.32.169:40891/642520cd000995d4ea61a5050eb67a8d
中视青采频陆,p3p://108.181.32.169:40891/642525590004d7f3ea7366ae4aeb3d9d
中天娱乐频陆,p3p://108.181.32.169:40891/642525670005ee2bea739da573c134b4
中天亚洲频陆,p3p://108.181.32.169:40891/64254f7e000dfed1eb1809855c5735ce
中天综合频陆,p3p://108.181.32.169:40891/642d0188000d7c49092747f97ffc7c72
东森财经频陆,p3p://108.181.32.169:40891/64251ff20001f010ea5e4b9002e57212
东森幼幼频陆,p3p://108.181.32.169:40891/6430b41c0001f3831798d72948126428
东森综合频陆,p3p://108.181.32.169:40891/64253f6e0002d287ead9482831323a6d
东森戏剧频陆,p3p://108.181.32.169:40891/64251f7a000bc46eea5c79536d5e2a0e
东森电影频陆,p3p://108.181.32.169:40891/64253899000a078deabe99ff587050b0
东森洋片频陆,p3p://108.181.32.169:40891/64251f8a0008854aea5cb6fe64e47b4e
民视闽南频陆,p3p://108.181.32.169:40891/64251dd200003544ea55fe1c5eb00e42
民视闽南备陆,p3p://108.181.32.169:40891/6442f24f00097e845edb5e492842265c
民视第一频陆,p3p://108.181.32.169:40891/642520e900023cc4ea621083588c7092
民视影剧频陆,p3p://108.181.32.169:40891/6425257c000bd861ea73f1315c0e6e14
民视综艺频陆,p3p://108.181.32.169:40891/642d012300040bf70925bb06321b0b87
tvbs精彩频陆,p3p://108.181.32.169:40891/642521570001b275ea63be1073931dd1
tvbs精彩备陆,p3p://108.181.32.169:40891/642521a2000c7beaea64e5cc482f669a
tvbs欢乐频陆,p3p://108.181.32.169:40891/642521950001d9f2ea64b04b059b66dd
tvbs_HD频陆,p3p://108.181.32.169:40891/64252174000b39b9ea6431c97b481680
三立台湾频陆,p3p://108.181.32.169:40891/64251e5e0003388bea5821c268061bfb
三立戏剧频陆,p3p://108.181.32.169:40891/64251e39000ed5bbea579433569b6381
三立综合频陆,p3p://108.181.32.169:40891/64251e49000e34e7ea57d28a25014df2
三立都会频陆,p3p://108.181.32.169:40891/64251e7300064780ea587492773a63cc
纬来电影频陆,p3p://108.181.32.169:40891/64251eae0001bef7ea5959e100ae671e
纬来体育频陆,p3p://108.181.32.169:40891/64251ee9000a4e00ea5a428b26ea4156
纬来日本频陆,p3p://108.181.32.169:40891/64251ef6000315a6ea5a737a6efc404a
纬来精彩频陆,p3p://108.181.32.169:40891/64251f020003818bea5aa2750fef31c6
纬来综合频陆,p3p://108.181.32.169:40891/64251f0d000c0b8fea5acf9d13b83665
八大娱乐频陆,p3p://108.181.32.169:40891/642520730002bc15ea6043b344e032a5
八大第一频陆,p3p://108.181.32.169:40891/6425207f00050f7aea60732c51b94fad
八大综合频陆,p3p://108.181.32.169:40891/642520b0000c3261ea61346800d61673
八大戏剧频陆,p3p://108.181.32.169:40891/642520c1000929efea61760938521b57
八大精彩频陆,p3p://108.181.32.169:40891/65435f63000ba94069331ccd6399041b
大爱第一频陆,p3p://108.181.32.169:40891/6425225a0002859cea67b1ff6aaf6db6
大爱第二频陆,p3p://108.181.32.169:40891/64252264000022beea67d87308e9122e
靖洋戏剧频陆,p3p://108.181.32.169:40891/642521b000094942ea651baa457674cb
人间卫视频陆,p3p://108.181.32.169:40891/6425224d00048156ea677fb9420534b4
MO_亲子频陆,p3p://108.181.32.169:40891/6425226f000463e1ea68048207b3285f
Eleven一频陆,p3p://108.181.32.169:40891/6425227b000100c6ea6832842d41783a
Eleven二频陆,p3p://108.181.32.169:40891/64252292000127feea688c6630d312e7
ELTA--综合陆,p3p://108.181.32.169:40891/642522cd000292e6ea69733b04032ded
ELTA体1频陆,p3p://108.181.32.169:40891/6425229e00024ab4ea68bb9154ab1928
ELTA体2频陆,p3p://108.181.32.169:40891/642522b0000a6c14ea6903f615622aab
ELTA体3频陆,p3p://108.181.32.169:40891/642522bd000ad1bbea6936d803e32fc0
ELTA体3备陆,p3p://108.181.32.169:40891/6433e3220006392724084f1711880c01
博斯魅力频陆,p3p://108.181.32.169:40891/642d395d0004e9950a015dce389f4c91
博斯网球频陆,p3p://108.181.32.169:40891/642d0029000bd7e70921ec71212f5735
博斯运动壹陆,p3p://108.181.32.169:40891/642d000d000525a509217d5a62e868e8
博斯运动贰陆,p3p://108.181.32.169:40891/642d0087000484c5092359c47ee4201a
博斯高球壹陆,p3p://108.181.32.169:40891/642d009f000f1f000923ba3b26b667e4
博斯高球贰陆,p3p://108.181.32.169:40891/642d00ae000e846a0923f4ac45c06f09
博斯无限频陆,p3p://108.181.32.169:40891/642d00bf00041ae7092434690ae526c7
国家地理频陆,p3p://108.181.32.169:40891/642523f2000e0f35ea6deeb16ff816c9
历史频道频陆,p3p://108.181.32.169:40891/642521e0000042a6ea65d4db3e9d23f9
EYE-旅游频陆,p3p://108.181.32.169:40891/642524030003a5b2ea6e2e6f6efc45a1
探索科学频陆,p3p://108.181.32.169:40891/6425241100084dfbea6e6650539d779f
亚洲旅游频陆,p3p://108.181.32.169:40891/642520f70001a86dea62470d303d34d3
美食星球频陆,p3p://108.181.32.169:40891/6425252400079076ea72985811e07306
CI罪案侦查陆,p3p://108.181.32.169:40891/642520d9000d93c9ea61d4ea78792b01
动物星球频陆,p3p://108.181.32.169:40891/6425241f00027d03ea6e9b836b853b0b
星卫娱乐频陆,p3p://108.181.32.169:40891/6425242d000d55adea6ed4fa37195f98
爱尔达影剧陆,p3p://108.181.32.169:40891/6425243c00046a2eea6f0d4964f8022d
金光布袋戏陆,p3p://108.181.32.169:40891/6425246600099458ea6fb2ab4398320b
Catc电影频陆,p3p://108.181.32.169:40891/64252479000b7f1aea6ffd6177e3015c
卫视中文频陆,p3p://108.181.32.169:40891/64252507000eefc4ea7228f32f390502
好莱坞电影陆,p3p://108.181.32.169:40891/6425244f0001184fea6f56a70aca63d2
卫视电影频陆,p3p://108.181.32.169:40891/642525150008a4ecea725e071929091e
星卫电影频陆,p3p://108.181.32.169:40891/642521030009ef43ea62780c438e2a38
美亚电影频陆,p3p://108.181.32.169:40891/642525310003ad3cea72ca2155c734c3
卫视hd电影陆,p3p://108.181.32.169:40891/6425253c0007ee60ea72f6307ae25fdd
JET_tv频道陆,p3p://108.181.32.169:40891/6425254d000d3abeea7339f47b5d4bf5
Smithsonia陆,p3p://108.181.32.169:40891/64252459000cfdb2ea6f80c37a14067d
HBO闽南频陆,p3p://108.181.32.169:40891/64137f0b0006a17fa58238155813216c
HBO家庭频陆,p3p://108.181.32.169:40891/64137f3c000d4a86a582f93235111bc5
HBO强档频陆,p3p://108.181.32.169:40891/64137f700008f329a583c3344ddf5dfc
HBO原创频陆,p3p://108.181.32.169:40891/64137f970005246ea5845a9326ce6233
thrill电影频陆,p3p://108.181.32.169:40891/644a0879000272f67a89b6687af342ae
靖天育乐频陆,p3p://108.181.32.169:40891/642d013d0001084409261fd04c0c3c04
龙翔电影频陆,p3p://108.181.32.169:40891/642d014b0009f96e092658cb4e1b23ff
BabyFirs频陆,p3p://108.181.32.169:40891/642d015f000070f00926a47a6a2e7d52
et综合频道陆,p3p://108.181.32.169:40891/642d017d0000a964092719b87e2e3acd
好消息壹频陆,p3p://108.181.32.169:40891/642d01960008dc0109277d7a4fc40fce
好消息贰频陆,p3p://108.181.32.169:40891/642d07140006a38a093cf11414d83398
CNN_my频陆,p3p://108.181.32.169:40891/641380c6000d7e73a588fc4e012b3240
CNBcmy频陆,p3p://108.181.32.169:40891/64138101000e328aa589e2f46ee85f3d
ABCAustra陆,p3p://108.181.32.169:40891/6413811b0006e5f7a58a46a6057a4674
Skynews频陆,p3p://108.181.32.169:40891/641381340003e883a58aa78a57c53479
Bloomberg陆,p3p://108.181.32.169:40891/6413814f000a6413a58b12ab52934c96
Francem频陆,p3p://108.181.32.169:40891/6413816700069158a58b6f7a03cd341c
Euronew频陆,p3p://108.181.32.169:40891/6413817b0003393aa58bbcbf158b6409
FOXNEw频陆,p3p://108.181.32.169:40891/6413818e000154fca58c067b60210765
BBCNew频陆,p3p://108.181.32.169:40891/641384e7000133cda5991a1b33cb3ea0
DWHD频道陆,p3p://108.181.32.169:40891/641384f6000cbd09a59957a77daa41a1
无线新闻频陆,p3p://108.181.32.169:40891/6533fd5600043bdb2d1c8c0729c35d0c
无线新闻频陆,p3p://108.181.32.169:40891/6533f9fb00006d352d0f6f9235041f8d
无线财经频陆,p3p://108.181.32.169:40891/64100aec000c7bc59804a081537730cb
now财经频陆,p3p://108.181.32.169:40891/641020d00004bf91985a212731011c3c
now新闻频陆,p3p://108.181.32.169:40891/6410254c0006df63986ba60f292a7500
凤凰中文频陆,p3p://108.181.32.169:40891/6410229e000655dd98612e41401e3e7d
凤凰资讯频陆,p3p://108.181.32.169:40891/641022be000e5cc69861ad4f5a025336
凤凰香港频陆,p3p://108.181.32.169:40891/641022da0005d3069862188000a64525
民视新闻频陆,p3p://108.181.32.169:40891/64c859e10007934267f487ac0fa618e0
壹电视新闻陆,p3p://108.181.32.169:40891/642521bd0005dfe9ea654d921969472d
东森新闻频陆,p3p://108.181.32.169:40891/64251f9700046520ea5ce8b85b6c11da
tvbs新闻频陆,p3p://108.181.32.169:40891/64252188000673fcea647eb0397d464d
三立新闻频陆,p3p://108.181.32.169:40891/64251e23000bcd04ea573d7c0f0a002e
非凡新闻频陆,p3p://108.181.32.169:40891/64258e8600060f7eec0e3ebd6c49020e
寰宇新闻频陆,p3p://108.181.32.169:40891/64295eb60008744efaf37ae07d17520b
台视财经频陆,p3p://108.181.32.169:40891/6448a761000bec1a75267316701e7a90
年代新闻频陆,p3p://108.181.32.169:40891/645b2569000acf2fbd624de55e212fb2
CNN_my频陆,p3p://108.181.32.169:40891/641380c6000d7e73a588fc4e012b3240
CNNIndo频陆,p3p://108.181.32.169:40891/641380ea000891c1a58987ab53f905fa
CNBCmy频陆,p3p://108.181.32.169:40891/64138101000e328aa589e2f46ee85f3d
ABCAUst频陆,p3p://108.181.32.169:40891/6413811b0006e5f7a58a46a6057a4674
SkyNews频陆,p3p://108.181.32.169:40891/641381340003e883a58aa78a57c53479
bloomber频陆,p3p://108.181.32.169:40891/6413814f000a6413a58b12ab52934c96
France24频陆,p3p://108.181.32.169:40891/6413816700069158a58b6f7a03cd341c
euronews频陆,p3p://108.181.32.169:40891/6413817b0003393aa58bbcbf158b6409
FOXNEws频陆,p3p://108.181.32.169:40891/6413818e000154fca58c067b60210765
BBCnews频陆,p3p://108.181.32.169:40891/641384e7000133cda5991a1b33cb3ea0
DW-HD频道陆,p3p://108.181.32.169:40891/641384f6000cbd09a59957a77daa41a1
TVB-E_频道陆,p3p://108.181.32.169:40891/64102219000c6f74985f28485a5a5799
CCTV4频道陆,p3p://108.181.32.169:40891/64260ca5000de050edfae9d444575946
FOXnews频陆,p3p://108.181.32.169:40891/645fa4a20009e813cef3445113f32f37
NBCNews频陆,p3p://108.181.32.169:40891/645fb231000224f2cf2838ec5da021e1
Newsmax频陆,p3p://108.181.32.169:40891/6463b008000a617cdebf90be602c4318
BBCworld频陆,p3p://108.181.32.169:40891/6465a784000201aee66e4af152371a81
CheddarN频陆,p3p://108.181.32.169:40891/6465a78f00077382e66e774d7a1176a6
CONNECt频陆,p3p://108.181.32.169:40891/6465abce000b2c48e67f0e5e77df4110
LONGISla频陆,p3p://108.181.32.169:40891/6465abe3000a2f4de67f6026547a726c
THEBROn频陆,p3p://108.181.32.169:40891/6465abfa00086f05e67fb98b35733f88
WESTChe频陆,p3p://108.181.32.169:40891/6465ac0a00093bd1e67ff8404bce63ed
NEWSY频道陆,p3p://108.181.32.169:40891/6465ac1c0003cbc0e6803d2b05391318
espnnews频陆,p3p://108.181.32.169:40891/645fab270000a005cf0cb97041394996
