中国港澳,#genre#
黑龙江|黑龙江文体,http://39.135.133.139:80/wh7f454c46tw3713856273_330557606/ottrrs.hl.chinamobile.com/pltv/88888888/224/3221226239/index.m3u8?rrsip=ottrrs.hl.chinamobile.com&zoneoffset=0&servicetype=1&icpid=88888888&limitflux=1&limitdur=1&tenantid=8601&accountinfo=%2c2713447%2c112.102.160.59%2c20230401182706%2curn%3ahuawei%3alivetv%3axtv373267941%2c2713447%2c1%2c0%2c1%2c%2c%2c2%2c%2c%2c%2c2%2c%2c373267942%2cend&guardenctype=2&rts=1680349538&from=23&hms_devid=1235&online=1680349538&vqe=3&it=h4siaaaaaaaaayspskxo9xsxzsvnyverti30y7c1vktozmnjzev3y08bsyufo8cbgugzglrqwzrrgzpzqowanlnljkbbgodvpxmjquwqtlajcgprwwzyam2kcvpemwjxxqj6elfqemjjzn5exoboymvouu5ucuagfiltn8aaaa$黑龙江联通酒店
黑龙江|黑龙江都市,http://39.135.133.159:80/wh7f454c46tw3749075192_492600088/ottrrs.hl.chinamobile.com/pltv/88888888/224/3221226301/index.m3u8?rrsip=ottrrs.hl.chinamobile.com&zoneoffset=0&servicetype=1&icpid=88888888&limitflux=1&limitdur=1&tenantid=8601&accountinfo=%2c2713447%2c112.102.160.59%2c20230401182706%2curn%3ahuawei%3alivetv%3axtv373267888%2c2713447%2c1%2c0%2c1%2c%2c%2c2%2c%2c%2c%2c2%2c%2c373267889%2cend&guardenctype=2&rts=1680349574&from=23&hms_devid=1251&online=1680349574&vqe=3&it=h4siaaaaaaaaayspskxo9xsxzsvnyverti30y7c1vktozmnjzev3y08bsyufo8cbgugzglrqwzrrgzpzqowanlnljkbbgodvpxmjquwqtlajcgprwwzyam2kcvpemwjxxqj6elfqemjjzn5exoboymvouu5ucuagfiltn8aaaa$黑龙江联通酒店
黑龙江|黑龙江新闻法制,http://39.135.133.162:80/wh7f454c46tw3781411430_747088853/ottrrs.hl.chinamobile.com/pltv/88888888/224/3221226330/index.m3u8?rrsip=ottrrs.hl.chinamobile.com&zoneoffset=0&servicetype=1&icpid=88888888&limitflux=1&limitdur=1&tenantid=8601&accountinfo=%2c2713447%2c112.102.160.59%2c20230401182706%2curn%3ahuawei%3alivetv%3axtv373267899%2c2713447%2c1%2c0%2c1%2c%2c%2c2%2c%2c%2c%2c2%2c%2c373267900%2cend&guardenctype=2&rts=1680349606&from=23&hms_devid=1253&online=1680349606&vqe=3&it=h4siaaaaaaaaayspskxo9xsxzsvnyverti30y7c1vktozmnjzev3y08bsyufo8cbgugzglrqwzrrgzpzqowanlnljkbbgodvpxmjquwqtlajcgprwwzyam2kcvpemwjxxqj6elfqemjjzn5exoboymvouu5ucuagfiltn8aaaa$黑龙江联通酒店
黑龙江|黑龙江少儿,http://39.135.133.139:80/wh7f454c46tw3857237013_928680034/ottrrs.hl.chinamobile.com/pltv/88888888/224/3221226304/index.m3u8?rrsip=ottrrs.hl.chinamobile.com&zoneoffset=0&servicetype=1&icpid=88888888&limitflux=1&limitdur=1&tenantid=8601&accountinfo=%2c2713447%2c112.102.160.59%2c20230401182706%2curn%3ahuawei%3alivetv%3axtv373267973%2c2713447%2c1%2c0%2c1%2c%2c%2c2%2c%2c%2c%2c2%2c%2c373267974%2cend&guardenctype=2&rts=1680349682&from=23&hms_devid=1235&online=1680349682&vqe=3&it=h4siaaaaaaaaayspskxo9xsxzsvnyverti30y7c1vktozmnjzev3y08bsyufo8cbgugzglrqwzrrgzpzqowanlnljkbbgodvpxmjquwqtlajcgprwwzyam2kcvpemwjxxqj6elfqemjjzn5exoboymvouu5ucuagfiltn8aaaa$黑龙江联通酒店
黑龙江|黑龙江农业科教,http://39.135.133.178:80/wh7f454c46tw3902095912_1111434555/ottrrs.hl.chinamobile.com/pltv/88888888/224/3221226242/index.m3u8?rrsip=ottrrs.hl.chinamobile.com&zoneoffset=0&servicetype=1&icpid=88888888&limitflux=1&limitdur=1&tenantid=8601&accountinfo=%2c2713447%2c112.102.160.59%2c20230401182706%2curn%3ahuawei%3alivetv%3axtv373267966%2c2713447%2c1%2c0%2c1%2c%2c%2c2%2c%2c%2c%2c2%2c%2c373267967%2cend&guardenctype=2&rts=1680349727&from=23&hms_devid=1248&online=1680349727&vqe=3&it=h4siaaaaaaaaayspskxo9xsxzsvnyverti30y7c1vktozmnjzev3y08bsyufo8cbgugzglrqwzrrgzpzqowanlnljkbbgodvpxmjquwqtlajcgprwwzyam2kcvpemwjxxqj6elfqemjjzn5exoboymvouu5ucuagfiltn8aaaa$黑龙江联通酒店
|广西新闻,http://116.9.204.242:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
|广西都市,http://116.9.204.242:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
|广西公共,http://116.9.204.242:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
|广西影视,http://116.9.204.242:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
|广西旅游,http://116.9.204.242:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0$未知酒店
影视轮播,#genre#
芒果TV轮播1,http://zby.xjqxz.top/dsdsj1/live.m3u8
芒果TV轮播1,http://zby.xjqxz.top/gzgdj/live.m3u8
芒果TV轮播2,http://zby.xjqxz.top/dsdsj2/live.m3u8
芒果TV轮播2,http://zby.xjqxz.top/zh02/live.m3u8
芒果TV轮播3,http://zby.xjqxz.top/gzdsj2/live.m3u8
芒果TV轮播3,http://zby.xjqxz.top/zh03/live.m3u8
芒果TV轮播4,http://zby.xjqxz.top/dsdsj3/live.m3u8
芒果TV轮播4,http://zby.xjqxz.top/zh04/live.m3u8
芒果TV轮播5,http://zby.xjqxz.top/zh05/live.m3u8
芒果TV轮播5,http://zby.xjqxz.top/gzwxj/live.m3u8
芒果TV轮播6,http://zby.xjqxz.top/gzdsj1/live.m3u8
芒果TV轮播6,http://zby.xjqxz.top/zh06/live.m3u8
芒果TV轮播7,http://zby.xjqxz.top/gzdsj3/live.m3u8
芒果TV轮播7,http://zby.xjqxz.top/zh07/live.m3u8
芒果TV轮播8,http://zby.xjqxz.top/zh08/live.m3u8
芒果TV轮播8,http://zby.xjqxz.top/gzdsj4/live.m3u8
芒果TV轮播9,http://zby.xjqxz.top/gzdsj5/live.m3u8
芒果TV轮播9,http://zby.xjqxz.top/zh09/live.m3u8
芒果TV轮播10,http://zby.xjqxz.top/kzzypd/live.m3u8
芒果TV轮播10,http://zby.xjqxz.top/zh10/live.m3u8
芒果TV轮播11,http://zby.xjqxz.top/dzzypd2/live.m3u8
芒果TV轮播11,http://zby.xjqxz.top/live13/live.m3u8
芒果TV轮播12,http://zby.xjqxz.top/dzzypd3/live.m3u8
芒果TV轮播12,http://zby.xjqxz.top/hkdy1/live.m3u8
电视剧集,#genre#
血色浪漫,http://jiaojirentv.top/2020/yy.php?id=1354926676
我和僵尸有个约会,http://jiaojirentv.top/2020/yy.php?id=1354143966
双月之城,http://jiaojirentv.top/2020/yy.php?id=1382736907
放羊的星星,http://jiaojirentv.top/2020/yy.php?id=1355260662
新白娘子传奇,http://jiaojirentv.top/2020/yy.php?id=1354490667
天龙八部,http://cdn.jdshipin.com:8880/huya.php?id=23903123
琅琊榜,http://zby.xjqxz.top/lyb/live.m3u8
伪装者,http://jiaojirentv.top/2020/yy.php?id=1354936244
钟馗传说,http://jiaojirentv.top/2020/yy.php?id=1382736839
粉红女郎,http://jiaojirentv.top/2020/yy.php?id=1354888671
隋唐英雄传,http://jiaojirentv.top/2020/yy.php?id=1352475619
仙剑奇侠传,http://jiaojirentv.top/2020/yy.php?id=1382749903
雪中悍刀行,http://cdn.jdshipin.com:8880/huya.php?id=11336592
庆余年,http://cdn.jdshipin.com:8880/huya.php?id=11352960
新白娘子传奇,http://jiaojirentv.top/2020/yy.php?id=1354930969
花千骨,http://jiaojirentv.top/2020/yy.php?id=1354943110
鹊刀门传奇,http://jiaojirentv.top/2020/yy.php?id=1355344777
三生三世,http://zby.xjqxz.top/sssszss/live.m3u8
甄嬛传,http://zby.xjqxz.top/live8/live.m3u8
甄嬛传,http://cdn.jdshipin.com:8880/huya.php?id=30145009
与凤行,http://cdn.jdshipin.com:8880/huya.php?id=26355866
电视剧_开端,http://cdn.jdshipin.com:8880/huya.php?id=11342397
我的体育老师,http://jiaojirentv.top/2020/yy.php?id=1382745169
如果岁月,http://jiaojirentv.top/2020/yy.php?id=1382736883
流金岁月,http://jiaojirentv.top/2020/yy.php?id=1382749906
向风而行,http://zby.xjqxz.top/xfex/live.m3u8
我的前半生,http://jiaojirentv.top/2020/yy.php?id=1382735564
警察荣誉,http://zby.xjqxz.top/live16/live.m3u8
火蓝刀锋,http://jiaojirentv.top/2020/yy.php?id=1382737892
二炮手,http://jiaojirentv.top/2020/yy.php?id=1354930964
炮神,http://jiaojirentv.top/2020/yy.php?id=22089862
风筝,http://jiaojirentv.top/2020/yy.php?id=1354931585
武林外传,http://jiaojirentv.top/2020/yy.php?id=1355652820
飞虎之潜行极战,http://jiaojirentv.top/2020/yy.php?id=1354932420
天道,http://jiaojirentv.top/2020/yy.php?id=1382735574
大汉天子,http://jiaojirentv.top/2020/yy.php?id=1382749902
封神榜,http://jiaojirentv.top/2020/yy.php?id=1353426319
勇敢的心,http://cdn.jdshipin.com:8880/huya.php?id=11602037
康熙微服私访记,http://cdn.jdshipin.com:8880/huya.php?id=11342418
楚汉骄雄,http://cdn.jdshipin.com:8880/huya.php?id=23740156
御赐小仵作,http://cdn.jdshipin.com:8880/huya.php?id=11352948
笑看风云,http://cdn.jdshipin.com:8880/huya.php?id=23865058
康熙王朝,http://cdn.jdshipin.com:8880/huya.php?id=11352940
雍正王朝,http://cdn.jdshipin.com:8880/huya.php?id=11342439
陆小凤,http://cdn.jdshipin.com:8880/huya.php?id=29808803
芈月传,http://cdn.jdshipin.com:8880/huya.php?id=11352975
一代枭雄,http://cdn.jdshipin.com:8880/huya.php?id=11342398
如懿传,http://cdn.jdshipin.com:8880/huya.php?id=29465880
陀枪师姐,http://cdn.jdshipin.com:8880/huya.php?id=23860039
问心,http://cdn.jdshipin.com:8880/huya.php?id=11352890
风云雄霸天下,http://cdn.jdshipin.com:8880/huya.php?id=21059612
全职高手,http://cdn.jdshipin.com:8880/huya.php?id=11352901
炊事班的故事3,http://cdn.jdshipin.com:8880/huya.php?id=19524135
地下交通站,http://cdn.jdshipin.com:8880/huya.php?id=11342433
医馆笑传,http://cdn.jdshipin.com:8880/huya.php?id=11352891
杨光的快乐生活,http://cdn.jdshipin.com:8880/huya.php?id=11602085
陈情令,http://cdn.jdshipin.com:8880/huya.php?id=29465862
神医喜来乐,http://cdn.jdshipin.com:8880/huya.php?id=11601978
大宋提刑官,http://cdn.jdshipin.com:8880/huya.php?id=26355856
鹊刀门传奇,http://cdn.jdshipin.com:8880/huya.php?id=29805872
神探狄仁杰1,http://cdn.jdshipin.com:8880/huya.php?id=29528581
长相思,http://cdn.jdshipin.com:8880/huya.php?id=11336593
你是我的荣耀,http://cdn.jdshipin.com:8880/huya.php?id=11352920
铁齿铜牙纪晓岚,http://cdn.jdshipin.com:8880/huya.php?id=11342396
我的团长我的团,http://cdn.jdshipin.com:8880/huya.php?id=11352910
寻秦记,http://cdn.jdshipin.com:8880/huya.php?id=23864973
星汉灿烂·月生沧海,http://cdn.jdshipin.com:8880/huya.php?id=11336591
将夜,http://cdn.jdshipin.com:8880/huya.php?id=11352885
铁梨花,http://cdn.jdshipin.com:8880/huya.php?id=11352912
父母爱情,http://cdn.jdshipin.com:8880/huya.php?id=11602071
大染坊,http://cdn.jdshipin.com:8880/huya.php?id=11602086
长安十二时辰,http://zby.xjqxz.top/casrsc/live.m3u8
狂飙,http://zby.xjqxz.top/live9/live.m3u8
知否知否,http://zby.xjqxz.top/zfzf/live.m3u8
梦华录,http://zby.xjqxz.top/mhl/live.m3u8
云襄传,http://zby.xjqxz.top/yxz/live.m3u8
去有风的地方,http://zby.xjqxz.top/qyfddf/live.m3u8
唐朝诡事录,http://zby.xjqxz.top/tcgsl/live.m3u8
少年歌行,http://zby.xjqxz.top/sngx/live.m3u8
三体,http://zby.xjqxz.top/st/live.m3u8
女士的品格,http://zby.xjqxz.top/nsdpg/live.m3u8
大秦帝国之裂变,http://zby.xjqxz.top/dqdgzlb/live.m3u8
康熙微服私访记,http://zby.xjqxz.top/kxwfxhj/live.m3u8
隋唐英雄,http://zby.xjqxz.top/styx/live.m3u8
电影轮播,#genre#
经典悬疑片,http://jiaojirentv.top/2020/yy.php?id=1382651363
僵尸恐怖,http://mtw.so/5FCWRo
僵尸恐怖,http://cdn.jdshipin.com:8880/huya.php?id=11342421
动作影院,http://jiaojirentv.top/2020/yy.php?id=1382745095
盗墓电影,http://cdn.jdshipin.com:8880/huya.php?id=21059552
吃米滴虫,http://zzy789.xyz/douyu1.php?id=315457
经典喜剧片,http://cdn.jdshipin.com:8880/huya.php?id=11352894
经典影院,http://jiaojirentv.top/2020/yy.php?id=23512910
国产影院,http://jiaojirentv.top/2020/yy.php?id=1354210357
李连杰电影,http://cdn.jdshipin.com:8880/huya.php?id=11342390
成龙电影,http://cdn.jdshipin.com:8880/huya.php?id=11342386
周星驰电影,http://cdn.jdshipin.com:8880/huya.php?id=11342412
甄子丹电影,http://cdn.jdshipin.com:8880/huya.php?id=11352935
黄渤电影,http://cdn.jdshipin.com:8880/huya.php?id=11352876
吴京电影,http://cdn.jdshipin.com:8880/huya.php?id=11602041
周润发电影,http://cdn.jdshipin.com:8880/huya.php?id=11342399
刘德华电影,http://cdn.jdshipin.com:8880/huya.php?id=11342424
沈腾电影,http://cdn.jdshipin.com:8880/huya.php?id=11601968
徐克电影,http://cdn.jdshipin.com:8880/huya.php?id=11352909
包青天,http://jiaojirentv.top/2020/yy.php?id=38498680
死神来了,http://cdn.jdshipin.com:8880/huya.php?id=11352903
鹿鼎记陈小春版,http://jiaojirentv.top/2020/yy.php?id=1382704650
欢乐剧场,http://zzy789.xyz/douyu1.php?id=74374
宇宙科幻,http://cdn.jdshipin.com:8880/huya.php?id=11342428
邵氏影院,http://zzy789.xyz/douyu1.php?id=4246519
怡宝影院,http://jiaojirentv.top/2020/yy.php?id=1354936128
新片放映厅,http://jiaojirentv.top/2020/yy.php?id=1382749900
高清大片,http://jiaojirentv.top/2020/yy.php?id=1382736803
战场战争片,http://jiaojirentv.top/2020/yy.php?id=1354930204
经典港片,http://cdn.jdshipin.com:8880/huya.php?id=11602043
功夫影院,http://zzy789.xyz/douyu1.php?id=508118
经典宫庭频道,http://jiaojirentv.top/2020/yy.php?id=1354932429
好莱坞大片,http://zby.xjqxz.top/hlwdy1/live.m3u8
好莱坞大片,http://cdn.jdshipin.com:8880/huya.php?id=11601977
经典谍战片,http://cdn.jdshipin.com:8880/huya.php?id=21059585
怪兽电影,http://cdn.jdshipin.com:8880/huya.php?id=21059554
赵本山小品,http://jiaojirentv.top/2020/yy.php?id=1382683959
开心麻花小品,http://zzy789.xyz/douyu1.php?id=10153463
宋小宝小品,http://zzy789.xyz/douyu1.php?id=9817729
吐槽大会,http://jiaojirentv.top/2020/yy.php?id=1354936145
脱口秀大会,http://jiaojirentv.top/2020/yy.php?id=1354932379
CCTV电影轮播,http://zby.xjqxz.top/lljdy/live.m3u8
经典电视剧,http://zzy789.xyz/douyu1.php?id=5261342
电影_漫威,http://cdn.jdshipin.com:8880/huya.php?id=11602034
电影_怪兽,http://cdn.jdshipin.com:8880/huya.php?id=21059577
电影_武侠,http://cdn.jdshipin.com:8880/huya.php?id=11342427
电影_警匪,http://cdn.jdshipin.com:8880/huya.php?id=11352886
电影_罪犯,http://cdn.jdshipin.com:8880/huya.php?id=11352962
电影_枪战,http://cdn.jdshipin.com:8880/huya.php?id=21059579
电影_海盗,http://cdn.jdshipin.com:8880/huya.php?id=21059595
荒野求生,http://cdn.jdshipin.com:8880/huya.php?id=24766781
电影_赛车,http://cdn.jdshipin.com:8880/huya.php?id=11279247
电影_救援,http://cdn.jdshipin.com:8880/huya.php?id=21059594
电影_热血,http://cdn.jdshipin.com:8880/huya.php?id=11352934
电影_贺岁,http://cdn.jdshipin.com:8880/huya.php?id=11601971
电影_玄幻,http://cdn.jdshipin.com:8880/huya.php?id=11342414
电影_战争,http://cdn.jdshipin.com:8880/huya.php?id=21059592
电影_喜剧,http://cdn.jdshipin.com:8880/huya.php?id=11352877
电影_国产,http://cdn.jdshipin.com:8880/huya.php?id=11352973
电影_发哥,http://cdn.jdshipin.com:8880/huya.php?id=11342387
电影_王晶,http://cdn.jdshipin.com:8880/huya.php?id=11602058
电影_强森,http://cdn.jdshipin.com:8880/huya.php?id=21059581
电影_洪金宝,http://cdn.jdshipin.com:8880/huya.php?id=11279251
电影_梁家辉,http://cdn.jdshipin.com:8880/huya.php?id=11342429
电影_斯坦森,http://cdn.jdshipin.com:8880/huya.php?id=21059588
电影_八点档,http://cdn.jdshipin.com:8880/huya.php?id=880261
电影_贺岁片,http://cdn.jdshipin.com:8880/huya.php?id=11601986
电影_功夫片,http://cdn.jdshipin.com:8880/huya.php?id=11352941
电影_黑帮片,http://cdn.jdshipin.com:8880/huya.php?id=11336719
电影_灾难片,http://cdn.jdshipin.com:8880/huya.php?id=11602075
电影_谍战片,http://cdn.jdshipin.com:8880/huya.php?id=21059587
电影_战争片,http://cdn.jdshipin.com:8880/huya.php?id=21059574
电影_犯罪片,http://cdn.jdshipin.com:8880/huya.php?id=11352974
电影_古装片,http://cdn.jdshipin.com:8880/huya.php?id=11336590
电影_动作电影,http://cdn.jdshipin.com:8880/huya.php?id=11602077
电影_搞笑喜剧,http://cdn.jdshipin.com:8880/huya.php?id=11342423
电影_喜剧专场,http://cdn.jdshipin.com:8880/huya.php?id=11602044
电影_国产悬疑,http://cdn.jdshipin.com:8880/huya.php?id=11342395
电影_黑帮斗争,http://cdn.jdshipin.com:8880/huya.php?id=11342419
电影_女神系列,http://cdn.jdshipin.com:8880/huya.php?id=11336571
电影_许氏三杰,http://cdn.jdshipin.com:8880/huya.php?id=11602033
电影_经典港片,http://cdn.jdshipin.com:8880/huya.php?id=11352965
电影_镖行天下,http://cdn.jdshipin.com:8880/huya.php?id=11352969
电影_蘑菇影厅,http://cdn.jdshipin.com:8880/huya.php?id=11601981
电影_变形金刚,http://cdn.jdshipin.com:8880/huya.php?id=21059596
搞笑_陈翔六点半,http://cdn.jdshipin.com:8880/huya.php?id=11274154
解说_电影狂人,http://cdn.jdshipin.com:8880/huya.php?id=18715610
解说_阿良说剧,http://cdn.jdshipin.com:8880/huya.php?id=20488841
解说_鱼丸电影,http://cdn.jdshipin.com:8880/huya.php?id=16615910
解说_阿斗说电影,http://cdn.jdshipin.com:8880/huya.php?id=13303478
解说_科幻梦工场,http://cdn.jdshipin.com:8880/huya.php?id=15152155
解说_越哥说电影,http://cdn.jdshipin.com:8880/huya.php?id=15894162
爱情公寓,http://cdn.jdshipin.com:8880/huya.php?id=11336726
家有儿女,http://cdn.jdshipin.com:8880/huya.php?id=11352872
直播中国,https://gcalic.v.myalicdn.com/gc/wgw05_1/index.m3u8?contentid=2820180516001
轮播合集,#genre#
YY轮播1,http://jiaojirentv.top/2020/yy.php?id=1382736813
YY轮播1,https://lunbo.freetv.top/yy/1382736813
YY轮播1,http://120.77.28.4:8648/yy.php?id=1382736813
YY轮播1,http://43.136.119.99/yy.php?id=1382736813
YY轮播2,http://jiaojirentv.top/2020/yy.php?id=1382627144
YY轮播3,http://jiaojirentv.top/2020/yy.php?id=1382745184
YY轮播4,http://jiaojirentv.top/2020/yy.php?id=1354658049
虎牙轮播1,http://cdn.jdshipin.com:8880/huya.php?id=11352884
虎牙轮播2,http://cdn.jdshipin.com:8880/huya.php?id=11601960
虎牙轮播3,http://cdn.jdshipin.com:8880/huya.php?id=11352963
斗鱼轮播1,http://zzy789.xyz/douyu1.php?id=2793084
斗鱼轮播1,http://lxajh.top/tv/douyu.php?id=2793084
斗鱼轮播1,http://huanqiuzhibo.cn/manifest/douyu.php?id=2793084
斗鱼轮播4,http://zzy789.xyz/douyu1.php?id=2436390
CIBN影院,#genre#
CIBN精品影院,http://zby.xjqxz.top/zh13/live.m3u8
戏曲节目,#genre#
戏曲直播,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8386&tk=e503191f8e20
曲剧《李豁子说媒》,http://gcw.bdcdn.shoujiduoduo.com/v/190404/fe8abd72959145ed7ca5b56342849b89.mp4
曲剧《卷席筒》,http://gcw.bdcdn.shoujiduoduo.com/v/190527/315a044c2b9cf3a17e2b37ef09e21cd5.mp4
曲剧小段,http://gcw.bdcdn.shoujiduoduo.com/v/190513/4a77c50ae75a653dfbf5396f45c592e3.mp4
曲剧【借簪子】全场,http://gcw.bdcdn.shoujiduoduo.com/v/190428/002d8daebc70bfbe6e809d28b55084af.mp4
曲剧《荆钗记》,http://gcw.bdcdn.shoujiduoduo.com/v/190706/f24473d42d884882617f29ab1157b8ab.mp4
曲剧《李豁子》选段,http://gcw.bdcdn.shoujiduoduo.com/v/201105/3e869cb57c096666978b871997e1781e.mp4
曲剧全集《惊蛰》-上集,http://gcw.bdcdn.shoujiduoduo.com/v/201105/8fb403bfce72a9ae63ec389b5c756092.mp4
曲剧《李豁子说媒》,http://gcw.bdcdn.shoujiduoduo.com/v/190325/3635fa4901fb8f63a26cf623a9c3c549.mp4
曲剧《龙情》,http://gcw.bdcdn.shoujiduoduo.com/v/190213/83b5aee6b0ae5ea6e0951c9169838997.mp4
曲剧《哑女告状》完整版,http://gcw.bdcdn.shoujiduoduo.com/v/200608/7fcc1b27a03acfbf1b7b8379370387fa.mp4
曲剧《卷席筒》选段,http://gcw.bdcdn.shoujiduoduo.com/v/200618/f72a7218b1eded2f2b7bf043176f92a7.mp4
曲剧《铡赵王》,http://gcw.bdcdn.shoujiduoduo.com/v/190924/93b9d37f2c7420477a1b082c77a06220.mp4
曲剧《秦香莲挂帅》,http://gcw.bdcdn.shoujiduoduo.com/v/191122/98131f0938de177cb3ffbe7aa49f6632.mp4
曲剧《刘全进瓜》,http://gcw.bdcdn.shoujiduoduo.com/v/190920/bd1f1d3a930f50f5ffbed6792da7865a.mp4
曲剧《楚山宝》,http://gcw.bdcdn.shoujiduoduo.com/v/191122/1ade9113a8bcc9385cc6e9df9871a27e.mp4
曲剧《风雪配》选段,http://gcw.bdcdn.shoujiduoduo.com/v/190404/59e91848a56166a30a275089daf59b9a.mp4
曲剧《风雪配》选段,http://gcw.bdcdn.shoujiduoduo.com/v/190315/5d17a97a41c3debe8551adc2928b1ed8.mp4
教闺女,http://gcw.bdcdn.shoujiduoduo.com/v/210127/870fd252bad1a37fbbc7f19196b2e9cf.mp4
曲剧《李豁子说媒》,http://gcw.bdcdn.shoujiduoduo.com/v/190218/94ace5d3a1f02e68621b32b0b3477b9f.mp4
曲剧《柜中缘》,http://gcw.bdcdn.shoujiduoduo.com/v/190224/a43970035d5ea22b1d9e0e7b60415bd4.mp4
秦芳欣表演,http://gcw.bdcdn.shoujiduoduo.com/v/190613/1b015c533e065640f025f440158384ae.mp4
菏航,http://gcw.bdcdn.shoujiduoduo.com/v/200304/aa62b08f4acc8ddb492fdc3f5b60bb06.mp4
团演唱,http://gcw.bdcdn.shoujiduoduo.com/v/190125/ae2171e37909f87af12c02403c484f9f.mp4
西安五一剧团,http://gcw.bdcdn.shoujiduoduo.com/v/201014/d06fec900e95d24c9ff73f3bb51625c0.mp4
杨红梅嗓音太棒了,http://gcw.bdcdn.shoujiduoduo.com/v/200320/4f229afb544e1b90383d1ee58069a816.mp4
黄梅戏,http://gcw.bdcdn.shoujiduoduo.com/v/210120/965f4cee36d51eb13fe6121cd3aee2fb.mp4
黄梅戏,http://gcw.bdcdn.shoujiduoduo.com/v/190221/6a38928efbe1f76f04f14a94197cc6d6.mp4
严凤英韩再芬周源源,http://gcw.bdcdn.shoujiduoduo.com/v/190702/ed2662b8d3d3a875e01a53c669f4af50.mp4
黄梅戏【春香闹学】,http://gcw.bdcdn.shoujiduoduo.com/v/201027/552dcdf37bdf2b4ff56d9e79bb58f527.mp4
精彩好看！,http://gcw.bdcdn.shoujiduoduo.com/v/200227/9d52e829ee706c3d5170d13bfac85b70.mp4
二人台红红火火二人台,http://gcw.bdcdn.shoujiduoduo.com/v/190706/e9cfd643c90fea9081e6ae5d18b654f0.mp4
家乡二人台《走西口》刁敏亚苏,http://gcw.bdcdn.shoujiduoduo.com/v/200326/07539dd2fe81ac79a5e42a333a2993cd.mp4
二人台传统剧目《种洋烟》,http://gcw.bdcdn.shoujiduoduo.com/v/200224/4b9ccc2437f42dcfe3614bb6ba90ecc7.mp4
好看的二人台连续看,http://gcw.bdcdn.shoujiduoduo.com/v/191009/f8f14e1a3d2122b322acef4d40b963d4.mp4
二人台《卖油》武利平,http://gcw.bdcdn.shoujiduoduo.com/v/191020/f30535c29135b2d97066f459aaf44ef2.mp4
王茂林,http://gcw.bdcdn.shoujiduoduo.com/v/190925/29d1d265eb98e2ceb273c8090f19c71e.mp4
王茂林,http://gcw.bdcdn.shoujiduoduo.com/v/191109/4ddcbf706025b04b2a1c97e501777bb6.mp4
二人台-借笊篱,http://gcw.bdcdn.shoujiduoduo.com/v/200302/954ba57467c5a9e254a9fb248fb8fba8.mp4
河曲二人台牌子曲《西江月》,http://gcw.bdcdn.shoujiduoduo.com/v/200201/c386dae48f7df5949df61261b070fdd0.mp4
莺歌燕舞民间二人台,http://gcw.bdcdn.shoujiduoduo.com/v/190809/7ef0d301b8ba625ed23c6b11db351b52.mp4
二人台《小叔子挎嫂嫂》,http://gcw.bdcdn.shoujiduoduo.com/v/190917/b887dfe149fd8b1cc5fbe3eac546b49a.mp4
田威虎,http://gcw.bdcdn.shoujiduoduo.com/v/191227/bf06f5573bbab198867401145d650d5c.mp4
好看的二人台,http://gcw.bdcdn.shoujiduoduo.com/v/190620/a29c33a840fc002a2c024a2b8b41cc5d.mp4
商永吉,http://gcw.bdcdn.shoujiduoduo.com/v/190311/7273ee44ef1416783240bbb95b6e5f7b.mp4
百听不厌！,http://gcw.bdcdn.shoujiduoduo.com/v/190905/0ffb3123a3fe425d67064fab29954718.mp4
冀萍,http://gcw.bdcdn.shoujiduoduo.com/v/190904/84a445bcf317af09f66bf582065f2708.mp4
朱建军,http://gcw.bdcdn.shoujiduoduo.com/v/190919/da08a93b8ec15e3054aab32464f849ee.mp4
名家王爱爱,http://gcw.bdcdn.shoujiduoduo.com/v/191225/8254f30470e315c1fee78fb1493424ec.mp4
少儿节目,#genre#
狮子王国,https://newcntv.qcloudcdn.com/asp/hls/850/0303000a/3/default/c2e7e767f3144bed959ef20b8b961fe5/850.m3u8
倒霉特熊,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/87f87ba569c147e3805f80e4844d2de9/1200.m3u8
云朵妈妈,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/d8ad434c6b08421a927557a4d98da65c/1200.m3u8
熊大熊二,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1733da751de64e6e910abda889d87a26/1200.m3u8
猪侠英雄,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/0f03b08bc7b042358144617000fd2931/1200.m3u8
大头儿子★01,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/252a7fe7786645b084271751a3f75725/1200.m3u8
大头儿子★02,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/8c6227ce3d1d4c9297d5cfd9a08a4fa9/1200.m3u8
大头儿子★03,https://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1a86eb58a9e04c34a87f8c883932cfa2/1200.m3u8
