放源的星星,#genre#
天龙八部（国语版）,https://live.ottiptv.cc/yy/1382736855
最佳下饭小甜剧，暖心暖胃,https://live.ottiptv.cc/yy/1382741637
史上最赞的延时摄影,https://live.ottiptv.cc/yy/1354658051
程序员用AI复活挚爱,https://live.ottiptv.cc/yy/1382749911
杨千嬅陈奕迅上演爱情喜剧,https://live.ottiptv.cc/yy/1354936160
90年代爱情经典必看,https://live.ottiptv.cc/yy/1382736893
YY用户,https://live.ottiptv.cc/yy/1382736852
无间归途,https://live.ottiptv.cc/yy/1382735571
你看与不看我都在,https://live.ottiptv.cc/yy/1353422557
时间的答卷第二季,https://live.ottiptv.cc/yy/1382745106
废柴少女逆袭,https://live.ottiptv.cc/yy/1354932441
当爸爸变成我兄弟？,https://live.ottiptv.cc/yy/1382749912
浪客剑心：传说的完结篇,https://live.ottiptv.cc/yy/1382736820
武状元落魄，神谕指引丐帮逆袭,https://live.ottiptv.cc/yy/1382736882
生活真是笑料百出,https://live.ottiptv.cc/yy/1382736844
辣警狂花2,https://live.ottiptv.cc/yy/1382745110
狼叔终章，为守护变种人殊死一搏,https://live.ottiptv.cc/yy/1382736913
热烈的玫瑰,https://live.ottiptv.cc/yy/1382736798
闫妮主演-轻松都市喜剧,https://live.ottiptv.cc/yy/1382749888
许光汉主演喜剧大片,https://live.ottiptv.cc/yy/1382736825
拔刀定乾坤：浪客剑心,https://live.ottiptv.cc/yy/1354936210
守护千年雄关,https://live.ottiptv.cc/yy/1354936228
30分钟极速反恐,https://live.ottiptv.cc/yy/1382749910
牧野诡事之赤丹珠,https://live.ottiptv.cc/yy/1382736863
探险纪录片：荒野垂钓,https://live.ottiptv.cc/yy/1382745111
返乡青年撞破村中隐秘——村里有情况,https://live.ottiptv.cc/yy/1382749940
小和尚勇闯都市-小和尚大当家,https://live.ottiptv.cc/yy/1382736874
几代人的恩怨与坚守——古道叭嗒楼,https://live.ottiptv.cc/yy/1354930927
悬疑剧-河神,https://live.ottiptv.cc/yy/1353413683
播放影视为主,https://live.ottiptv.cc/yy/1353454489
梅艳芳主演喜剧电影,https://live.ottiptv.cc/yy/1382735627
硬汉搭档扫黑，致命武器2,https://live.ottiptv.cc/yy/1382736865
致敬民族气节！,https://live.ottiptv.cc/yy/1354926643
高分动作片——创可贴,https://live.ottiptv.cc/yy/1382735568
红包骗局：大红包,https://live.ottiptv.cc/yy/1354936157
冒牌大保镖——三流团队乌龙喜剧,https://live.ottiptv.cc/yy/1382735581
沈腾,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11601968
黄渤,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11352876
星爷1,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11342412
星爷2,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/24470631
英叔,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11342421
成龙,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11342386
王晶,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11602058
强森,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/21059581
吴京,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11602041
周星星,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11336587
发哥,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11342387
李连杰,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11342390
许冠英,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11601972
刘德华,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11342424
甄子丹,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11352935
五福星,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11282233
邱淑贞,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11352949
洪金宝,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11279251
梁家辉,http://shorturl.jxpan.vip:880/r/baoshi_aio/huya/11342429
彩虹太阳台,http://yylunbo.ottiptv.cc/huya/11602041
彩虹合家欢台,http://yylunbo.ottiptv.cc/huya/1087113
彩虹精选台,http://shorturl.jxpan.vip:880/r/baoshi_web/YYlunbo.php?id=1382627144
彩虹月亮台,http://shorturl.jxpan.vip:880/r/baoshi_web/YYlunbo.php?id=1382736975
彩虹剧场台,http://shorturl.jxpan.vip:880/r/baoshi_web/YYlunbo.php?id=1382736891
彩虹桂花台,http://shorturl.jxpan.vip:880/r/baoshi_web/YYlunbo.php?id=1382749944
彩虹樱花台,http://shorturl.jxpan.vip:880/r/baoshi_web/YYlunbo.php?id=1354926622
彩虹兰花台,http://shorturl.jxpan.vip:880/r/baoshi_web/YYlunbo.php?id=1354931495
彩虹玫瑰台,http://shorturl.jxpan.vip:880/r/baoshi_web/YYlunbo.php?id=1382749903
彩虹莲花台,http://yylunbo.ottiptv.cc/huya/30695684
彩虹桃花台,http://yylunbo.ottiptv.cc/huya/30595074
彩虹综艺台,http://shorturl.jxpan.vip:880/r/baoshi_web/YYlunbo.php?id=1382741642
星空娱家台,http://shorturl.jxpan.vip:880/r/baoshi_web/YYlunbo.php?id=1450556636
星空古典台,http://shorturl.jxpan.vip:880/r/baoshi_web/YYlunbo.php?id=1354932390
星空玄幻台,http://shorturl.jxpan.vip:880/r/baoshi_web/YYlunbo.php?id=1354936231
星空经典台,http://shorturl.jxpan.vip:880/r/baoshi_web/YYlunbo.php?id=1353518742
星空怀旧台,http://shorturl.jxpan.vip:880/r/baoshi_web/YYlunbo.php?id=1382736858
星空电影台,http://shorturl.jxpan.vip:880/r/baoshi_web/YYlunbo.php?id=1382736801
星空生活台,http://shorturl.jxpan.vip:880/r/baoshi_web/YYlunbo.php?id=1382749917
星空影视台,http://shorturl.jxpan.vip:880/r/baoshi_web/YYlunbo.php?id=1354930926
星空戏剧台,http://shorturl.jxpan.vip:880/r/baoshi_web/YYlunbo.php?id=yy/23512910
星空功夫台,http://shorturl.jxpan.vip:880/r/baoshi_web/YYlunbo.php?id=1456829119
星空菠萝台,http://shorturl.jxpan.vip:880/r/baoshi_web/YYlunbo.php?id=1354888726
星空苹果台,http://shorturl.jxpan.vip:880/r/baoshi_web/YYlunbo.php?id=1382736802
星空草莓台,http://shorturl.jxpan.vip:880/r/baoshi_web/YYlunbo.php?id=1355532933
星空香蕉台,http://shorturl.jxpan.vip:880/r/baoshi_web/YYlunbo.php?id=1382736890
星空荔枝台,http://shorturl.jxpan.vip:880/r/baoshi_web/YYlunbo.php?id=1382736843
江苏,#genre#
江苏城市高清,http://117.86.49.60:7777/rtp/239.49.8.107:8000
江苏综艺高清,http://117.86.49.60:7777/rtp/239.49.8.108:8000
江苏体育高清,http://117.86.49.60:7777/rtp/239.49.8.117:8000
江苏影视高清,http://117.86.49.60:7777/rtp/239.49.8.118:8000
江苏卡通高清,http://117.86.49.60:7777/rtp/239.49.8.119:8000
江苏新闻高清,http://117.86.49.60:7777/rtp/239.49.8.120:8000
江苏教育高清,http://117.86.49.60:7777/rtp/239.49.8.122:8000
江苏国际高清,http://117.86.49.60:7777/rtp/239.49.1.23:6000
CCTV1,http://117.86.49.60:7777/rtp/239.49.8.129:6000
CCTV2,http://117.86.49.60:7777/rtp/239.49.8.130:6000
CCTV3,http://117.86.49.60:7777/rtp/239.49.9.31:6000
CCTV4,http://117.86.49.60:7777/rtp/239.49.8.131:6000
CCTV5,http://117.86.49.60:7777/rtp/239.49.9.32:6000
CCTV5,http://117.86.49.60:7777/rtp/239.49.8.137:6000
CCTV6,http://117.86.49.60:7777/rtp/239.49.9.33:6000
CCTV7,http://117.86.49.60:7777/rtp/239.49.8.132:6000
CCTV8,http://117.86.49.60:7777/rtp/239.49.9.34:6000
CCTV9,http://117.86.49.60:7777/rtp/239.49.8.133:6000
CCTV10高清,http://117.86.49.60:7777/rtp/239.49.8.134:6000
CCTV12高清,http://117.86.49.60:7777/rtp/239.49.8.135:6000
CCTV13高清,http://117.86.49.60:7777/rtp/239.49.9.43:6000
CCTV14高清,http://117.86.49.60:7777/rtp/239.49.8.136:6000
好享购物高清,http://117.86.49.60:7777/rtp/239.49.9.41:6000
江苏教育高清,http://117.86.49.60:7777/rtp/239.49.9.42:6000
吉林卫视,http://117.86.49.60:7777/rtp/239.49.9.1:6000
聚鲨环球,http://117.86.49.60:7777/rtp/239.49.9.2:6000
南京新闻,http://117.86.49.60:7777/rtp/239.49.9.3:6000
南京十八,http://117.86.49.60:7777/rtp/239.49.9.4:6000
电视指南高清,http://117.86.49.60:7777/rtp/239.49.9.5:6000
风云足球高清,http://117.86.49.60:7777/rtp/239.49.9.6:6000
高尔夫球高清,http://117.86.49.60:7777/rtp/239.49.9.7:6000
世界地理高清,http://117.86.49.60:7777/rtp/239.49.9.8:6000
兵器科技高清,http://117.86.49.60:7777/rtp/239.49.9.9:6000
风云剧场高清,http://117.86.49.60:7777/rtp/239.49.9.10:6000
文化精品高清,http://117.86.49.60:7777/rtp/239.49.9.11:6000
怀旧剧场高清,http://117.86.49.60:7777/rtp/239.49.9.12:6000
风云音乐高清,http://117.86.49.60:7777/rtp/239.49.9.13:6000
女性时尚高清,http://117.86.49.60:7777/rtp/239.49.9.14:6000
第一剧场高清,http://117.86.49.60:7777/rtp/239.49.9.15:6000
中视购物,http://117.86.49.60:7777/rtp/239.49.9.16:6000
盱眙新闻高清,http://117.86.49.60:7777/rtp/239.49.9.18:6000
沛县新闻高清,http://117.86.49.60:7777/rtp/239.49.9.19:6000
泰州新闻,http://117.86.49.60:7777/rtp/239.49.9.20:6000
河南梨园,http://117.86.49.60:7777/rtp/239.49.9.21:6000
央视台球高清,http://117.86.49.60:7777/rtp/239.49.9.22:6000
金鹰卡通高清,http://117.86.49.60:7777/rtp/239.49.9.23:6000
徐州新闻,http://117.86.49.60:7777/rtp/239.49.9.45:6000
淮安综合,http://117.86.49.60:7777/rtp/239.49.9.46:6000
泗洪综合,http://117.86.49.60:7777/rtp/239.49.9.47:6000
东海新闻,http://117.86.49.60:7777/rtp/239.49.9.48:6000
CCTV1,http://117.86.49.60:7777/rtp/239.49.1.1:6000
CCTV2,http://117.86.49.60:7777/rtp/239.49.1.2:6000
CCTV3,http://117.86.49.60:7777/rtp/239.49.1.3:6000
CCTV4,http://117.86.49.60:7777/rtp/239.49.1.4:6000
CCTV5,http://117.86.49.60:7777/rtp/239.49.1.5:6000
CCTV6,http://117.86.49.60:7777/rtp/239.49.1.6:6000
CCTV7,http://117.86.49.60:7777/rtp/239.49.1.254:6000
CCTV8,http://117.86.49.60:7777/rtp/239.49.1.8:6000
CCTV10,http://117.86.49.60:7777/rtp/239.49.1.10:6000
CCTV11,http://117.86.49.60:7777/rtp/239.49.1.11:6000
CCTV12,http://117.86.49.60:7777/rtp/239.49.1.12:6000
CCTV13,http://117.86.49.60:7777/rtp/239.49.1.13:6000
CCTV14,http://117.86.49.60:7777/rtp/239.49.1.14:6000
CCTV15,http://117.86.49.60:7777/rtp/239.49.1.15:6000
CCTV17,http://117.86.49.60:7777/rtp/239.49.1.7:6000
环球新闻,http://117.86.49.60:7777/rtp/239.49.1.9:6000
江苏卫视,http://117.86.49.60:7777/rtp/239.49.1.16:6000
江苏城市,http://117.86.49.60:7777/rtp/239.49.1.17:6000
江苏综艺,http://117.86.49.60:7777/rtp/239.49.1.18:6000
江苏体育,http://117.86.49.60:7777/rtp/239.49.1.19:6000
江苏影视,http://117.86.49.60:7777/rtp/239.49.1.20:6000
江苏卡通,http://117.86.49.60:7777/rtp/239.49.1.21:6000
江苏公共,http://117.86.49.60:7777/rtp/239.49.1.22:6000
江苏购物,http://117.86.49.60:7777/rtp/239.49.1.24:6000
江苏教育,http://117.86.49.60:7777/rtp/239.49.1.25:6000
江苏靓妆,http://117.86.49.60:7777/rtp/239.49.1.26:6000
南京科教,http://117.86.49.60:7777/rtp/239.49.1.27:6000
南京生活,http://117.86.49.60:7777/rtp/239.49.1.28:6000
财富天下,http://117.86.49.60:7777/rtp/239.49.1.29:6000
青海卫视,http://117.86.49.60:7777/rtp/239.49.1.31:6000
东方卫视,http://117.86.49.60:7777/rtp/239.49.1.32:6000
北京卫视,http://117.86.49.60:7777/rtp/239.49.1.33:6000
浙江卫视,http://117.86.49.60:7777/rtp/239.49.1.34:6000
辽宁卫视,http://117.86.49.60:7777/rtp/239.49.1.35:6000
安徽卫视,http://117.86.49.60:7777/rtp/239.49.1.36:6000
山东卫视,http://117.86.49.60:7777/rtp/239.49.1.37:6000
湖南卫视,http://117.86.49.60:7777/rtp/239.49.1.38:6000
广东卫视,http://117.86.49.60:7777/rtp/239.49.1.39:6000
广西卫视,http://117.86.49.60:7777/rtp/239.49.1.40:6000
海南卫视,http://117.86.49.60:7777/rtp/239.49.1.41:6000
重庆卫视,http://117.86.49.60:7777/rtp/239.49.1.42:6000
四川卫视,http://117.86.49.60:7777/rtp/239.49.1.43:6000
河南卫视,http://117.86.49.60:7777/rtp/239.49.1.44:6000
东南卫视,http://117.86.49.60:7777/rtp/239.49.1.45:6000
天津卫视,http://117.86.49.60:7777/rtp/239.49.1.46:6000
江西卫视,http://117.86.49.60:7777/rtp/239.49.1.47:6000
湖北卫视,http://117.86.49.60:7777/rtp/239.49.1.48:6000
吉林卫视,http://117.86.49.60:7777/rtp/239.49.1.49:6000
黑龙江卫视,http://117.86.49.60:7777/rtp/239.49.1.50:6000
山西卫视,http://117.86.49.60:7777/rtp/239.49.1.51:6000
贵州卫视,http://117.86.49.60:7777/rtp/239.49.1.52:6000
青海卫视,http://117.86.49.60:7777/rtp/239.49.1.53:6000
中教一台,http://117.86.49.60:7777/rtp/239.49.1.54:6000
中教二台,http://117.86.49.60:7777/rtp/239.49.1.55:6000
中教四台,http://117.86.49.60:7777/rtp/239.49.1.56:6000
中国天气,http://117.86.49.60:7777/rtp/239.49.1.58:6000
深圳卫视,http://117.86.49.60:7777/rtp/239.49.1.59:6000
电视指南,http://117.86.49.60:7777/rtp/239.49.1.60:6000
风云足球,http://117.86.49.60:7777/rtp/239.49.1.61:6000
央视高网,http://117.86.49.60:7777/rtp/239.49.1.62:6000
世界地理,http://117.86.49.60:7777/rtp/239.49.1.63:6000
兵器科技,http://117.86.49.60:7777/rtp/239.49.1.64:6000
风云剧场,http://117.86.49.60:7777/rtp/239.49.1.65:6000
文化精品,http://117.86.49.60:7777/rtp/239.49.1.66:6000
怀旧剧场,http://117.86.49.60:7777/rtp/239.49.1.67:6000
风云音乐,http://117.86.49.60:7777/rtp/239.49.1.68:6000
女性时尚,http://117.86.49.60:7777/rtp/239.49.1.69:6000
游戏竞技,http://117.86.49.60:7777/rtp/239.49.1.71:6000
百视通,http://117.86.49.60:7777/rtp/239.49.1.74:6000
淮安影视,http://117.86.49.60:7777/rtp/239.49.1.95:6000
淮安公共,http://117.86.49.60:7777/rtp/239.49.1.96:6000
淮安综合,http://117.86.49.60:7777/rtp/239.49.1.97:6000
宿豫综合,http://117.86.49.60:7777/rtp/239.49.1.98:6000
泰州经济高清,http://117.86.49.60:7777/rtp/239.49.1.100:6000
泰州影视高清,http://117.86.49.60:7777/rtp/239.49.1.101:6000
测试信号高清,http://117.86.49.60:7777/rtp/239.49.1.102:6000
泗阳综合,http://117.86.49.60:7777/rtp/239.49.1.103:6000
中视购物,http://117.86.49.60:7777/rtp/239.49.1.104:6000
徐州公共,http://117.86.49.60:7777/rtp/239.49.1.105:6000
徐州影视,http://117.86.49.60:7777/rtp/239.49.1.106:6000
徐州经济,http://117.86.49.60:7777/rtp/239.49.1.107:6000
徐州综合,http://117.86.49.60:7777/rtp/239.49.1.108:6000
央广购物,http://117.86.49.60:7777/rtp/239.49.1.115:6000
沭阳综合,http://117.86.49.60:7777/rtp/239.49.1.117:6000
全球大片,http://117.86.49.60:7777/rtp/239.49.1.118:6000
汽车世界,http://117.86.49.60:7777/rtp/239.49.1.119:6000
戏曲精选,http://117.86.49.60:7777/rtp/239.49.1.120:6000
百变课堂,http://117.86.49.60:7777/rtp/239.49.1.121:6000
谍战剧场,http://117.86.49.60:7777/rtp/239.49.1.122:6000
宿迁公共,http://117.86.49.60:7777/rtp/239.49.1.123:6000
江苏学习,http://117.86.49.60:7777/rtp/239.49.1.124:6000
泗洪综合,http://117.86.49.60:7777/rtp/239.49.1.125:6000
常州公共,http://117.86.49.60:7777/rtp/239.49.1.131:6000
常州生活,http://117.86.49.60:7777/rtp/239.49.1.132:6000
常州都市,http://117.86.49.60:7777/rtp/239.49.1.133:6000
常州新闻,http://117.86.49.60:7777/rtp/239.49.1.134:6000
东海新闻,http://117.86.49.60:7777/rtp/239.49.1.136:6000
西藏卫视,http://117.86.49.60:7777/rtp/239.49.1.139:6000
宿迁综合,http://117.86.49.60:7777/rtp/239.49.1.140:6000
响水综合,http://117.86.49.60:7777/rtp/239.49.1.141:6000
高淳综合,http://117.86.49.60:7777/rtp/239.49.1.142:6000
南京十八,http://117.86.49.60:7777/rtp/239.49.1.157:6000
南京新闻,http://117.86.49.60:7777/rtp/239.49.1.158:6000
快乐购物,http://117.86.49.60:7777/rtp/239.49.1.167:6000
第一财*,http://117.86.49.60:7777/rtp/239.49.1.168:6000
金色频道,http://117.86.49.60:7777/rtp/239.49.1.169:6000
都市剧场,http://117.86.49.60:7777/rtp/239.49.1.170:6000
动漫秀场,http://117.86.49.60:7777/rtp/239.49.1.171:6000
幸福彩台,http://117.86.49.60:7777/rtp/239.49.1.172:6000
全纪实台,http://117.86.49.60:7777/rtp/239.49.1.173:6000
法治天地,http://117.86.49.60:7777/rtp/239.49.1.174:6000
七彩戏剧,http://117.86.49.60:7777/rtp/239.49.1.175:6000
游戏风云,http://117.86.49.60:7777/rtp/239.49.1.177:6000
极速汽车,http://117.86.49.60:7777/rtp/239.49.1.178:6000
魅力足球,http://117.86.49.60:7777/rtp/239.49.1.179:6000
劲爆体育,http://117.86.49.60:7777/rtp/239.49.1.180:6000
生活时尚,http://117.86.49.60:7777/rtp/239.49.1.181:6000
东方财*,http://117.86.49.60:7777/rtp/239.49.1.182:6000
百视通,http://117.86.49.60:7777/rtp/239.49.1.183:6000
直播室-1,http://117.86.49.60:7777/rtp/239.49.1.189:6000
直播室-2,http://117.86.49.60:7777/rtp/239.49.1.190:6000
直播室-3,http://117.86.49.60:7777/rtp/239.49.1.191:6000
直播室-4,http://117.86.49.60:7777/rtp/239.49.1.192:6000
电子竞技,http://117.86.49.60:7777/rtp/239.49.1.193:6000
华语影院,http://117.86.49.60:7777/rtp/239.49.1.196:6000
星光影院,http://117.86.49.60:7777/rtp/239.49.1.197:6000
热门剧场,http://117.86.49.60:7777/rtp/239.49.1.198:6000
第一财*,http://117.86.49.60:7777/rtp/239.49.1.199:6000
港剧风云,http://117.86.49.60:7777/rtp/239.49.1.201:6000
直播室-5,http://117.86.49.60:7777/rtp/239.49.1.204:6000
直播室-6,http://117.86.49.60:7777/rtp/239.49.1.205:6000
直播室-7,http://117.86.49.60:7777/rtp/239.49.1.206:6000
直播室-8,http://117.86.49.60:7777/rtp/239.49.1.207:6000
直播室-9,http://117.86.49.60:7777/rtp/239.49.1.208:6000
直播室10,http://117.86.49.60:7777/rtp/239.49.1.209:6000
直播室11,http://117.86.49.60:7777/rtp/239.49.1.210:6000
青春动漫,http://117.86.49.60:7777/rtp/239.49.1.212:6000
宝宝动画,http://117.86.49.60:7777/rtp/239.49.1.213:6000
快乐垂钓高清,http://117.86.49.60:7777/rtp/239.49.1.225:6000
第一剧场,http://117.86.49.60:7777/rtp/239.49.1.226:6000
书画频道,http://117.86.49.60:7777/rtp/239.49.1.227:6000
新沂综合,http://117.86.49.60:7777/rtp/239.49.1.228:6000
邳州综合,http://117.86.49.60:7777/rtp/239.49.1.232:6000
先锋乒羽,http://117.86.49.60:7777/rtp/239.49.1.233:6000
湘茶频道高清,http://117.86.49.60:7777/rtp/239.49.1.234:6000
云南卫视,http://117.86.49.60:7777/rtp/239.49.1.235:6000
河北卫视,http://117.86.49.60:7777/rtp/239.49.1.236:6000
宁夏卫视,http://117.86.49.60:7777/rtp/239.49.1.237:6000
甘肃卫视,http://117.86.49.60:7777/rtp/239.49.1.238:6000
新疆卫视,http://117.86.49.60:7777/rtp/239.49.1.239:6000
内蒙古卫视,http://117.86.49.60:7777/rtp/239.49.1.240:6000
东方购物,http://117.86.49.60:7777/rtp/239.49.1.241:6000
连云新闻,http://117.86.49.60:7777/rtp/239.49.1.244:6000
连云公共,http://117.86.49.60:7777/rtp/239.49.1.245:6000
睢宁综合,http://117.86.49.60:7777/rtp/239.49.1.246:6000
赣榆综合,http://117.86.49.60:7777/rtp/239.49.1.247:6000
陕西卫视,http://117.86.49.60:7777/rtp/239.49.1.248:6000
南方卫视,http://117.86.49.60:7777/rtp/239.49.1.249:6000
山东教育,http://117.86.49.60:7777/rtp/239.49.1.250:6000
家有购物,http://117.86.49.60:7777/rtp/239.49.1.252:6000
江苏卫视高清,http://117.86.49.60:7777/rtp/239.49.8.138:6000
浙江卫视高清,http://117.86.49.60:7777/rtp/239.49.8.139:6000
东方卫视高清,http://117.86.49.60:7777/rtp/239.49.8.140:6000
北京卫视高清,http://117.86.49.60:7777/rtp/239.49.8.141:6000
湖南卫视高清,http://117.86.49.60:7777/rtp/239.49.8.142:6000
广东卫视高清,http://117.86.49.60:7777/rtp/239.49.8.143:6000
黑龙江卫视清,http://117.86.49.60:7777/rtp/239.49.8.144:6000
深圳卫视高清,http://117.86.49.60:7777/rtp/239.49.8.145:6000
山东卫视高清,http://117.86.49.60:7777/rtp/239.49.8.146:6000
湖北卫视高清,http://117.86.49.60:7777/rtp/239.49.8.147:6000
天津卫视高清,http://117.86.49.60:7777/rtp/239.49.8.148:6000
重庆卫视高清,http://117.86.49.60:7777/rtp/239.49.8.149:6000
江苏导视高清,http://117.86.49.60:7777/rtp/239.49.8.150:6000
电竞直播高清,http://117.86.49.60:7777/rtp/239.49.8.151:6000
电竞直播高清,http://117.86.49.60:7777/rtp/239.49.8.152:6000
水韵江苏高清,http://117.86.49.60:7777/rtp/239.49.8.155:6000
水韵江苏高清,http://117.86.49.60:7777/rtp/239.49.8.157:6000
直播室-1高清,http://117.86.49.60:7777/rtp/239.49.8.160:6000
直播室-2高清,http://117.86.49.60:7777/rtp/239.49.8.161:6000
直播室-3高清,http://117.86.49.60:7777/rtp/239.49.8.162:6000
直播室-4高清,http://117.86.49.60:7777/rtp/239.49.8.163:6000
直播室-5高清,http://117.86.49.60:7777/rtp/239.49.8.164:6000
直播室-6高清,http://117.86.49.60:7777/rtp/239.49.8.165:6000
直播室-7高清,http://117.86.49.60:7777/rtp/239.49.8.166:6000
直播室-8高清,http://117.86.49.60:7777/rtp/239.49.8.169:6000
直播室-9高清,http://117.86.49.60:7777/rtp/239.49.8.170:6000
直播室10高清,http://117.86.49.60:7777/rtp/239.49.8.171:6000
直播室11高清,http://117.86.49.60:7777/rtp/239.49.8.172:6000
辽宁卫视高清,http://117.86.49.60:7777/rtp/239.49.8.173:6000
贵州卫视高清,http://117.86.49.60:7777/rtp/239.49.8.174:6000
生活时尚高清,http://117.86.49.60:7777/rtp/239.49.8.175:6000
游戏风云高清,http://117.86.49.60:7777/rtp/239.49.8.176:6000
幸福彩台高清,http://117.86.49.60:7777/rtp/239.49.8.177:6000
动漫秀场高清,http://117.86.49.60:7777/rtp/239.49.8.178:6000
全纪实台高清,http://117.86.49.60:7777/rtp/239.49.8.179:6000
都市剧场高清,http://117.86.49.60:7777/rtp/239.49.8.180:6000
魅力足球高清,http://117.86.49.60:7777/rtp/239.49.8.181:6000
欢笑剧场高清,http://117.86.49.60:7777/rtp/239.49.8.182:6000
四川卫视高清,http://117.86.49.60:7777/rtp/239.49.8.184:6000
江西卫视高清,http://117.86.49.60:7777/rtp/239.49.8.185:6000
东南卫视高清,http://117.86.49.60:7777/rtp/239.49.8.186:6000
吉林卫视高清,http://117.86.49.60:7777/rtp/239.49.8.187:6000
河北卫视高清,http://117.86.49.60:7777/rtp/239.49.8.188:6000
中国教育高清,http://117.86.49.60:7777/rtp/239.49.8.189:6000
贾汪新闻,http://117.86.49.60:7777/rtp/239.49.8.193:6000
苏州生活,http://117.86.49.60:7777/rtp/239.49.8.194:6000
聚鲨环球,http://117.86.49.60:7777/rtp/239.49.8.195:6000
河南卫视高清,http://117.86.49.60:7777/rtp/239.49.8.197:6000
冬奥纪实高清,http://117.86.49.60:7777/rtp/239.49.8.202:6000
金鹰纪实高清,http://117.86.49.60:7777/rtp/239.49.8.203:6000
安徽卫视高清,http://117.86.49.60:7777/rtp/239.49.8.204:6000
4K花园高清,http://117.86.49.60:7777/rtp/239.49.8.205:6000
暴走汽车高清,http://117.86.49.60:7777/rtp/239.49.8.206:6000
4K花园高清,http://117.86.49.60:7777/rtp/239.49.8.207:6000
4K花园高清,http://117.86.49.60:7777/rtp/239.49.8.208:6000
广西卫视高清,http://117.86.49.60:7777/rtp/239.49.8.209:6000
海南卫视高清,http://117.86.49.60:7777/rtp/239.49.8.212:6000
4K现场高清,http://117.86.49.60:7777/rtp/239.49.8.222:6000
南京信息,http://117.86.49.60:7777/rtp/239.49.8.223:6000
水韵江苏高清,http://117.86.49.60:7777/rtp/239.49.8.226:6000
云南卫视高清,http://117.86.49.60:7777/rtp/239.49.8.227:6000
南京影视,http://117.86.49.60:7777/rtp/239.49.8.228:6000
南京娱乐,http://117.86.49.60:7777/rtp/239.49.8.229:6000
南京少儿,http://117.86.49.60:7777/rtp/239.49.8.230:6000
欢笑剧场4K,http://117.86.49.60:7777/rtp/239.49.8.231:6000
广播,#genre#
频道_1002,http://122.5.16.250:8989/tsfile/live/1002_1.m3u8
频道_1001,http://122.5.16.250:8989/tsfile/live/1001_1.m3u8
频道_1004,http://122.5.16.250:8989/tsfile/live/1004_1.m3u8
频道_1006,http://122.5.16.250:8989/tsfile/live/1006_1.m3u8
频道_1003,http://122.5.16.250:8989/tsfile/live/1003_1.m3u8
频道_1009,http://122.5.16.250:8989/tsfile/live/1009_1.m3u8
频道_1005,http://122.5.16.250:8989/tsfile/live/1005_1.m3u8
频道_1017,http://122.5.16.250:8989/tsfile/live/1017_1.m3u8
频道_1016,http://122.5.16.250:8989/tsfile/live/1016_1.m3u8
频道_1019,http://122.5.16.250:8989/tsfile/live/1019_1.m3u8
频道_1018,http://122.5.16.250:8989/tsfile/live/1018_1.m3u8
央视,#genre#
CCTV1,http://112.109.206.44:9999/udp/233.50.201.118:5140
CCTV2,http://112.109.206.44:9999/udp/233.50.201.119:5140
CCTV3,http://112.109.206.44:9999/udp/233.50.201.196:5140
CCTV4,http://112.109.206.44:9999/udp/233.50.200.101:5140
CCTV5,http://112.109.206.44:9999/udp/233.50.201.197:5140
CCTV5+,http://112.109.206.44:9999/udp/233.50.201.220:5140
CCTV6,http://112.109.206.44:9999/udp/233.50.201.198:5140
CCTV7,http://112.109.206.44:9999/udp/233.50.201.120:5140
CCTV8,http://112.109.206.44:9999/udp/233.50.201.199:5140
CCTV9,http://112.109.206.44:9999/udp/233.50.201.121:5140
CCTV10,http://112.109.206.44:9999/udp/233.50.201.122:5140
CCTV11,http://112.109.206.44:9999/udp/233.50.200.132:5140
CCTV12,http://112.109.206.44:9999/udp/233.50.201.123:5140
CCTV13,http://112.109.206.44:9999/udp/233.50.201.246:5140
CCTV14,http://112.109.206.44:9999/udp/233.50.201.124:5140
CCTV15,http://112.109.206.44:9999/udp/233.50.200.133:5140
CCTV16,http://112.109.206.44:9999/udp/233.50.201.192:5140
CCTV17,http://112.109.206.44:9999/udp/233.50.200.113:5140
4K超高清,#genre#
CCTV16,http://112.109.206.44:9999/udp/233.50.201.63:5140
北京卫视,http://112.109.206.44:9999/udp/233.50.202.100:5140
广东卫视,http://112.109.206.44:9999/udp/233.50.202.101:5140
