斗鱼电影,#genre#
天下第一莊03,https://vip.ffzy-online1.com/20240421/48331_b6c5c917/index.m3u8
天下第一莊04,https://vip.ffzy-online1.com/20240421/48332_82a98388/index.m3u8
天下第一莊05,https://vip.ffzy-online1.com/20240421/48333_b4ebf748/index.m3u8
天下第一莊06,https://vip.ffzy-online1.com/20240421/48334_c08e9a4c/index.m3u8
天下第一莊07,https://vip.ffzy-online1.com/20240421/48335_a5cb7740/index.m3u8
天下第一莊08,https://vip.ffzy-online1.com/20240421/48336_02dff9ae/index.m3u8
天下第一莊09,https://vip.ffzy-online1.com/20240421/48337_e76cd788/index.m3u8
屠龍記01,https://vip.ffzy-online1.com/20240421/48338_cdd50b08/index.m3u8
屠龍記02,https://vip.ffzy-online1.com/20240421/48339_63c925ad/index.m3u8
屠龍記03,https://vip.ffzy-online1.com/20240421/48340_6ee888c2/index.m3u8
屠龍記04,https://vip.ffzy-online1.com/20240421/48341_6c1df5c3/index.m3u8
屠龍記05,https://vip.ffzy-online1.com/20240421/48342_9d97c215/index.m3u8
屠龍記06,https://vip.ffzy-online1.com/20240421/48343_3c697bb6/index.m3u8
屠龍記07,https://vip.ffzy-online1.com/20240421/48344_5ababf96/index.m3u8
屠龍記08,https://vip.ffzy-online1.com/20240421/48345_a6974e3e/index.m3u8
烏盆記01,https://vip.ffzy-online1.com/20240421/48346_b8229a97/index.m3u8
烏盆記02,https://vip.ffzy-online1.com/20240421/48347_acb71f97/index.m3u8
烏盆記03,https://vip.ffzy-online1.com/20240421/48348_15eaa919/index.m3u8
五鼠鬧東京01,https://vip.ffzy-online1.com/20240421/48349_cf2fe4fd/index.m3u8
五鼠鬧東京02,https://vip.ffzy-online1.com/20240421/48350_e98baa9f/index.m3u8
五鼠鬧東京03,https://vip.ffzy-online1.com/20240421/48351_ef628aa5/index.m3u8
五鼠鬧東京04,https://vip.ffzy-online1.com/20240421/48352_00be574f/index.m3u8
五鼠鬧東京05,https://vip.ffzy-online1.com/20240421/48353_d7adf0cc/index.m3u8
血雲幡傳奇01,https://vip.ffzy-online1.com/20240421/48354_15a831e2/index.m3u8
血雲幡傳奇02,https://vip.ffzy-online1.com/20240421/48355_fb49379d/index.m3u8
血雲幡傳奇03,https://vip.ffzy-online1.com/20240421/48356_5f2d2c49/index.m3u8
血雲幡傳奇04,https://vip.ffzy-online1.com/20240421/48357_179de89f/index.m3u8
血雲幡傳奇05,https://vip.ffzy-online1.com/20240421/48358_b6d7fc74/index.m3u8
尋親記01,https://vip.ffzy-online1.com/20240421/48359_114065a9/index.m3u8
尋親記02,https://vip.ffzy-online1.com/20240421/48360_174b2a39/index.m3u8
尋親記03,https://vip.ffzy-online1.com/20240421/48361_6fcbbdb2/index.m3u8
尋親記04,https://vip.ffzy-online1.com/20240421/48362_4f4c5f6b/index.m3u8
尋親記05,https://vip.ffzy-online1.com/20240421/48363_7dcb40a2/index.m3u8
尋親記06,https://vip.ffzy-online1.com/20240421/48364_04385946/index.m3u8
陰陽判01,https://vip.ffzy-online1.com/20240421/48365_71dbb8d5/index.m3u8
陰陽判02,https://vip.ffzy-online1.com/20240421/48366_fb90d775/index.m3u8
陰陽判03,https://vip.ffzy-online1.com/20240421/48367_5d195161/index.m3u8
陰陽判04,https://vip.ffzy-online1.com/20240421/48368_d916515f/index.m3u8
陰陽判05,https://vip.ffzy-online1.com/20240421/48369_c41cbd64/index.m3u8
陰陽判06,https://vip.ffzy-online1.com/20240421/48370_9f97efd6/index.m3u8
陰陽判07,https://vip.ffzy-online1.com/20240421/48371_fbb457eb/index.m3u8
魚美人01,https://vip.ffzy-online1.com/20240421/48372_fc505d56/index.m3u8
魚美人02,https://vip.ffzy-online1.com/20240421/48373_29003fd2/index.m3u8
魚美人03,https://vip.ffzy-online1.com/20240421/48374_d1e4daa5/index.m3u8
魚美人04,https://vip.ffzy-online1.com/20240421/48375_e9d9f1d7/index.m3u8
魚美人05,https://vip.ffzy-online1.com/20240421/48376_b9924836/index.m3u8
魚美人06,https://vip.ffzy-online1.com/20240421/48377_d702bed5/index.m3u8
鴛鴦蝴蝶夢01,https://vip.ffzy-online1.com/20240421/48381_f9dd0f62/index.m3u8
鴛鴦蝴蝶夢02,https://vip.ffzy-online1.com/20240421/48385_4046814a/index.m3u8
鴛鴦蝴蝶夢03,https://vip.ffzy-online1.com/20240421/48386_2b5341da/index.m3u8
鴛鴦蝴蝶夢04,https://vip.ffzy-online1.com/20240421/48387_8a497812/index.m3u8
鴛鴦蝴蝶夢05,https://vip.ffzy-online1.com/20240421/48391_f52724ed/index.m3u8
鍘包勉01,https://vip.ffzy-online1.com/20240421/48395_57d2f5d2/index.m3u8
鍘包勉02,https://vip.ffzy-online1.com/20240421/48396_10e81c99/index.m3u8
鍘包勉03,https://vip.ffzy-online1.com/20240421/48397_58a72639/index.m3u8
鍘包勉04,https://vip.ffzy-online1.com/20240421/48398_b6ebb6af/index.m3u8
鍘包勉05,https://vip.ffzy-online1.com/20240421/48399_9d31c9e9/index.m3u8
鍘包勉06,https://vip.ffzy-online1.com/20240421/48400_fdc53595/index.m3u8
鍘包勉07,https://vip.ffzy-online1.com/20240421/48401_61e04c55/index.m3u8
鍘包勉08,https://vip.ffzy-online1.com/20240421/48402_012897e8/index.m3u8
鍘包勉09,https://vip.ffzy-online1.com/20240421/48403_0662e949/index.m3u8
鍘美案01,https://vip.ffzy-online1.com/20240421/48404_6f75e23f/index.m3u8
鍘美案02,https://vip.ffzy-online1.com/20240421/48405_c408c152/index.m3u8
鍘美案03,https://vip.ffzy-online1.com/20240421/48406_2ee1f58c/index.m3u8
鍘美案04,https://vip.ffzy-online1.com/20240421/48407_7d1d625e/index.m3u8
鍘美案05,https://vip.ffzy-online1.com/20240421/48408_5775d65a/index.m3u8
鍘美案06,https://vip.ffzy-online1.com/20240421/48409_5080a1c1/index.m3u8
鍘龐昱01,https://vip.ffzy-online1.com/20240421/48410_1f031df6/index.m3u8
鍘龐昱02,https://vip.ffzy-online1.com/20240421/48411_c2130373/index.m3u8
鍘龐昱03,https://vip.ffzy-online1.com/20240421/48412_80709407/index.m3u8
鍘龐昱04,https://vip.ffzy-online1.com/20240421/48413_66471a83/index.m3u8
鍘龐昱05,https://vip.ffzy-online1.com/20240421/48414_cec7f662/index.m3u8
鍘王爺01,https://vip.ffzy-online1.com/20240421/48415_235b3140/index.m3u8
鍘王爺02,https://vip.ffzy-online1.com/20240421/48416_6020adb0/index.m3u8
鍘王爺03,https://vip.ffzy-online1.com/20240421/48417_65e8aba8/index.m3u8
鍘王爺04,https://vip.ffzy-online1.com/20240421/48418_e85bcfa7/index.m3u8
真假包公01,https://vip.ffzy-online1.com/20240421/48419_f3a5e798/index.m3u8
真假包公02,https://vip.ffzy-online1.com/20240421/48420_f56126a1/index.m3u8
真假包公03,https://vip.ffzy-online1.com/20240421/48421_8ef11828/index.m3u8
真假包公04,https://vip.ffzy-online1.com/20240421/48422_1f4e2288/index.m3u8
真假包公05,https://vip.ffzy-online1.com/20240421/48423_48c533b8/index.m3u8
真假包公06,https://vip.ffzy-online1.com/20240421/48424_a28de5a6/index.m3u8
真假女婿01,https://vip.ffzy-online1.com/20240421/48425_5fa852dd/index.m3u8
真假女婿02,https://vip.ffzy-online1.com/20240421/48426_1a186bc7/index.m3u8
真假女婿03,https://vip.ffzy-online1.com/20240421/48427_f579292c/index.m3u8
真假女婿04,https://vip.ffzy-online1.com/20240421/48428_a7722850/index.m3u8
真假女婿05,https://vip.ffzy-online1.com/20240421/48429_73737d21/index.m3u8
真假狀元01,https://vip.ffzy-online1.com/20240421/48430_04561c8e/index.m3u8
真假狀元02,https://vip.ffzy-online1.com/20240421/48431_e219b414/index.m3u8
真假狀元03,https://vip.ffzy-online1.com/20240421/48432_d6fef209/index.m3u8
真假狀元04,https://vip.ffzy-online1.com/20240421/48433_9a465677/index.m3u8
真假狀元05,https://vip.ffzy-online1.com/20240421/48434_3c57f6b7/index.m3u8
紫金錘01,https://vip.ffzy-online1.com/20240421/48435_7b2fcbfa/index.m3u8
紫金錘02,https://vip.ffzy-online1.com/20240421/48436_bbe84be2/index.m3u8
紫金錘03,https://vip.ffzy-online1.com/20240421/48437_23a09ed9/index.m3u8
紫金錘04,https://vip.ffzy-online1.com/20240421/48438_0b76e8e8/index.m3u8

还珠格格第一部,#genre#
第1集,https://yzzy.play-cdn8.com/20220710/3671_314a6b1b/index.m3u8
第2集,https://yzzy.play-cdn8.com/20220710/3670_cdafc23f/index.m3u8
第3集,https://yzzy.play-cdn8.com/20220710/3669_9b81e5f9/index.m3u8
第4集,https://yzzy.play-cdn8.com/20220710/3668_647699dd/index.m3u8
第5集,https://yzzy.play-cdn8.com/20220710/3667_06c8377b/index.m3u8
第6集,https://yzzy.play-cdn8.com/20220710/3666_2ec6c259/index.m3u8
第7集,https://yzzy.play-cdn8.com/20220710/3665_4686697e/index.m3u8
第8集,https://yzzy.play-cdn8.com/20220710/3664_39ded22f/index.m3u8
第9集,https://yzzy.play-cdn8.com/20220710/3663_5aab8a68/index.m3u8
第10集,https://yzzy.play-cdn8.com/20220710/3662_9e2a0626/index.m3u8
第11集,https://yzzy.play-cdn8.com/20220710/3661_c0bd7c31/index.m3u8
第12集,https://yzzy.play-cdn8.com/20220710/3660_b24fe487/index.m3u8
第13集,https://yzzy.play-cdn8.com/20220710/3658_0d62f792/index.m3u8
第14集,https://yzzy.play-cdn8.com/20220710/3659_995cbe48/index.m3u8
第15集,https://yzzy.play-cdn8.com/20220710/3657_01ac0b82/index.m3u8
第16集,https://yzzy.play-cdn8.com/20220710/3656_3e289c3f/index.m3u8
第17集,https://yzzy.play-cdn8.com/20220710/3655_36717156/index.m3u8
第18集,https://yzzy.play-cdn8.com/20220710/3654_ae8d01fd/index.m3u8
第19集,https://yzzy.play-cdn8.com/20220710/3653_a1696875/index.m3u8
第20集,https://yzzy.play-cdn8.com/20220710/3652_31352e33/index.m3u8
第21集,https://yzzy.play-cdn8.com/20220710/3651_8c51ad8b/index.m3u8
第22集,https://yzzy.play-cdn8.com/20220710/3650_bde9774f/index.m3u8
第23集,https://yzzy.play-cdn8.com/20220710/3649_95656d66/index.m3u8
第24集,https://yzzy.play-cdn8.com/20220710/3648_29d10de2/index.m3u8
还珠格格第二部,#genre#
第1集,https://yzzy.play-cdn8.com/20220710/3647_728f0513/index.m3u8
第2集,https://yzzy.play-cdn8.com/20220710/3646_f9026ae9/index.m3u8
第3集,https://yzzy.play-cdn8.com/20220710/3645_3082ea33/index.m3u8
第4集,https://yzzy.play-cdn8.com/20220710/3644_94d6c4fe/index.m3u8
第5集,https://yzzy.play-cdn8.com/20220710/3643_e20c7792/index.m3u8
第6集,https://yzzy.play-cdn8.com/20220710/3642_e49efa22/index.m3u8
第7集,https://yzzy.play-cdn8.com/20220710/3641_716dc13d/index.m3u8
第8集,https://yzzy.play-cdn8.com/20220710/3640_60ba2907/index.m3u8
第9集,https://yzzy.play-cdn8.com/20220710/3639_daf4c557/index.m3u8
第10集,https://yzzy.play-cdn8.com/20220710/3638_1ed5dcb0/index.m3u8
第11集,https://yzzy.play-cdn8.com/20220710/3637_93403bfa/index.m3u8
第12集,https://yzzy.play-cdn8.com/20220710/3636_54a9a534/index.m3u8
第13集,https://yzzy.play-cdn8.com/20220710/3635_4acd2dea/index.m3u8
第14集,https://yzzy.play-cdn8.com/20220710/3634_e43af6d7/index.m3u8
第15集,https://yzzy.play-cdn8.com/20220710/3633_71994fad/index.m3u8
第16集,https://yzzy.play-cdn8.com/20220710/3632_84031189/index.m3u8
第17集,https://yzzy.play-cdn8.com/20220710/3631_c816b17f/index.m3u8
第18集,https://yzzy.play-cdn8.com/20220710/3630_6b92c7a3/index.m3u8
第19集,https://yzzy.play-cdn8.com/20220710/3629_48dbbb98/index.m3u8
第20集,https://yzzy.play-cdn8.com/20220710/3628_27cb15c1/index.m3u8
第21集,https://yzzy.play-cdn8.com/20220710/3627_b8a16aa2/index.m3u8
第22集,https://yzzy.play-cdn8.com/20220710/3626_8aa76a4b/index.m3u8
第23集,https://yzzy.play-cdn8.com/20220710/3625_72e87fb5/index.m3u8
第24集,https://yzzy.play-cdn8.com/20220710/3624_fcd64e64/index.m3u8
第25集,https://yzzy.play-cdn8.com/20220710/3623_8994bbdd/index.m3u8
第26集,https://yzzy.play-cdn8.com/20220710/3622_a6b7d9c5/index.m3u8
第27集,https://yzzy.play-cdn8.com/20220710/3621_bcfcd04d/index.m3u8
第28集,https://yzzy.play-cdn8.com/20220710/3620_1405602e/index.m3u8
第29集,https://yzzy.play-cdn8.com/20220710/3619_9324ad44/index.m3u8
第30集,https://yzzy.play-cdn8.com/20220710/3618_1e0a5764/index.m3u8
第31集,https://yzzy.play-cdn8.com/20220710/3617_a3bbd11d/index.m3u8
第32集,https://yzzy.play-cdn8.com/20220710/3616_3e29f404/index.m3u8
第33集,https://yzzy.play-cdn8.com/20220710/3615_d1fc25bd/index.m3u8
第34集,https://yzzy.play-cdn8.com/20220710/3614_99aad988/index.m3u8
第35集,https://yzzy.play-cdn8.com/20220710/3613_c31290d6/index.m3u8
第36集,https://yzzy.play-cdn8.com/20220710/3612_344984ac/index.m3u8
第37集,https://yzzy.play-cdn8.com/20220710/3611_b88bd756/index.m3u8
第38集,https://yzzy.play-cdn8.com/20220710/3610_0a641b2a/index.m3u8
第39集,https://yzzy.play-cdn8.com/20220710/3609_f1124dea/index.m3u8
第40集,https://yzzy.play-cdn8.com/20220710/3608_46d33910/index.m3u8
第41集,https://yzzy.play-cdn8.com/20220710/3607_8cb2010e/index.m3u8
第42集,https://yzzy.play-cdn8.com/20220710/3606_093d5ad2/index.m3u8
第43集,https://yzzy.play-cdn8.com/20220710/3605_42b84d10/index.m3u8
第44集,https://yzzy.play-cdn8.com/20220710/3604_6f6ad50c/index.m3u8
第45集,https://yzzy.play-cdn8.com/20220710/3603_4707992d/index.m3u8
第46集,https://yzzy.play-cdn8.com/20220710/3602_bd1ccb00/index.m3u8
第47集,https://yzzy.play-cdn8.com/20220710/3601_071cd762/index.m3u8
第48集,https://yzzy.play-cdn8.com/20220710/3600_ea939ce8/index.m3u8
周星驰电影,#genre#
国产凌凌漆,http://m3u.ckflv-cn.sbs/videos/2024/09/01/19/41/1b3fe66d9be788934a6a8b457e084ff2.m3u8
功夫,https://yzzy1.play-cdn20.com/20240417/38130_ce093143/index.m3u8
少林足球,http://m3u.ckflv-cn.sbs/videos/2024/09/01/20/55/9b05d0305a8aa6c03df97269a525a68a.m3u8
食神,https://api.heimuer.app/play/b8478eb9ac7b4baf937181b2328ccfb6.m3u8
食神,https://vip.ffzy-play7.com/20230101/10759_e65c8db5/2000k/hls/mixed.m3u8
家有喜事1992,https://v.gsuus.com/play/oeEX70d0/index.m3u8
家有喜事1997,https://yzzy.play-cdn10.com/20230101/21111_0105af4d/index.m3u8
喜剧之王,https://v3.tlkqc.com/wjv3/202312/27/hbz2MbUwe12/video/index.m3u8
喜剧之王,https://vip.ffzy-play1.com/20221128/25292_30a89f19/2000k/hls/mixed.m3u8
赌圣,https://yzzy1.play-cdn1.com/20240417/43987_735de253/index.m3u8
赌圣,https://vip.ffzy-play7.com/20230118/11963_d17bc05a/2000k/hls/mixed.m3u8
情圣,https://v3.tlkqc.com/wjv3/202312/28/KhqUrGshWD2/video/index.m3u8
情圣,https://vip.ffzy-online2.com/20230403/30720_15bd82f8/2000k/hls/mixed.m3u8
唐伯虎点秋香2四大才子,https://vip15.play-cdn15.com/20230302/1201_04c90b83/index.m3u8
唐伯虎点秋香,https://vip.ffzy-play6.com/20221112/6096_b9311316/index.m3u8
逃学威龙,https://v3.tlkqc.com/wjv3/202312/29/rMAgXs6ZJt2/video/index.m3u8
逃学威龙II,https://v3.tlkqc.com/wjv3/202312/29/xGkL6sPr5f2/video/index.m3u8
逃学威龙III之龙过鸡年,https://v3.tlkqc.com/wjv3/202312/29/3x2G04ResN2/video/index.m3u8
鹿鼎记,https://vip.ffzy-online2.com/20230403/30732_157cb8d7/2000k/hls/mixed.m3u8
鹿鼎记II神龙教,https://vip.ffzy-play7.com/20230101/10739_492582b8/2000k/hls/mixed.m3u8
大话西游之大圣娶亲,https://vip.ffzy-play7.com/20221112/3798_762e3474/2000k/hls/mixed.m3u8
赌侠II上海滩赌圣,https://vip.ffzy-online.com/20221017/870_24fd00ae/2000k/hls/mixed.m3u8
西游·伏妖篇,https://vip.ffzy-play7.com/20230112/11062_1c32df80/2000k/hls/mixed.m3u8
西游·降魔篇,https://vip.lz-cdn1.com/20220420/2633_ea2347fd/1200k/hls/mixed.m3u8
玻璃樽,https://vip.ffzy-play7.com/20221112/3750_97a1bebc/2000k/hls/mixed.m3u8
一本漫画闯天涯,https://vip.ffzy-play7.com/20221207/8512_5f33d09a/2000k/hls/mixed.m3u8
新喜剧之王,https://vip.ffzy-play7.com/20221203/7782_d193a45c/2000k/hls/mixed.m3u8
回魂夜,https://vip.ffzy-online2.com/20230403/30714_a34010ca/2000k/hls/mixed.m3u8
赌侠,https://vip.ffzy-online.com/20221017/869_4ed0959f/2000k/hls/mixed.m3u8
阴阳界,https://v.cdnlz19.com/20240423/30922_846a2982/2000k/hls/mixed.m3u8
豪门夜宴,https://vip.ffzy-play.com/20221204/29458_3909f6d0/2000k/hls/mixed.m3u8
破坏之王,https://vip.ffzy-play7.com/20230201/13013_3bb9dc38/2000k/hls/mixed.m3u8
武状元苏乞儿,https://vip.ffzy-play7.com/20221112/3309_a8fac958/2000k/hls/mixed.m3u8
龙的传人,https://vip.ffzy-play7.com/20221112/3556_7788de32/2000k/hls/mixed.m3u8
济公,https://s3.bfengbf.com/video/jigong/HD%E5%9B%BD%E8%AF%AD/index.m3u8
大内密探零零发,https://vip.ffzy-play7.com/20221112/3800_25334502/2000k/hls/mixed.m3u8
风雨同路,https://vip.ffzy-play7.com/20221113/3898_b5a0aca9/2000k/hls/mixed.m3u8
漫画威龙,https://vip.ffzy-play.com/20221204/29460_10c83a7c/2000k/hls/mixed.m3u8
豪门夜宴,https://vip.ffzy-play.com/20221204/29458_3909f6d0/2000k/hls/mixed.m3u8
审死官,https://vip.ffzy-online2.com/20230403/30717_2bdf7daf/2000k/hls/mixed.m3u8
百变星君,https://vip.ffzy-play7.com/20221112/3731_5103fb79/2000k/hls/mixed.m3u8
龙凤茶楼,https://vip.ffzy-play7.com/20221112/3557_5920cbaf/2000k/hls/mixed.m3u8
霹雳先锋,https://yzzy.play-cdn2.com/20220331/4877_07bb9185/1000k/hls/index.m3u8
阴阳界,https://v.cdnlz19.com/20240423/30922_846a2982/2000k/hls/mixed.m3u8
咖喱辣椒,https://vip.ffzy-play7.com/20221112/3509_1a0443fd/2000k/hls/mixed.m3u8
群星会,https://vip.ffzy-online1.com/20230612/41218_c203f882/2000k/hls/mixed.m3u8
赌霸,https://vip.ffzy-play7.com/20221209/9045_b3cb4c1c/2000k/hls/mixed.m3u8
整蛊专家,https://vip.ffzy-play7.com/20221112/3437_04b12f17/2000k/hls/mixed.m3u8
最佳女婿,https://vip.ffzy-play7.com/20221116/4841_04abf22a/2000k/hls/mixed.m3u8
捕风汉子,https://vip.ffzy-online2.com/20230403/30729_d1b17aa5/2000k/hls/mixed.m3u8

刘德华电影,#genre#
金手指,https://v.cdnlz12.com/20240213/11557_edfd3617/2000k/hls/mixed.m3u8
天若有情,https://vip.lzcdn2.com/20220407/2575_01706b9d/1200k/hls/mixed.m3u8
旺角卡门,https://vip1.lz-cdn6.com/20220910/27781_612c788e/1000k/hls/mixed.m3u8
赌侠,https://vip.ffzy-online.com/20221017/869_4ed0959f/2000k/hls/mixed.m3u8
投奔怒海,https://vip.ffzy-play7.com/20230508/24247_9a75e35b/2000k/hls/mixed.m3u8
彩云曲,https://vip.ffzy-play7.com/20230410/21806_c0b04636/2000k/hls/mixed.m3u8
暗战,https://vip1.lz-cdn1.com/20220529/6926_babcbc30/1200k/hls/mixed.m3u8
我的少女时代,https://vip.ffzy-play1.com/20221018/502_2dd20259/2000k/hls/mixed.m3u8
金鸡,https://vip1.lz-cdn1.com/20221219/19427_be648962/1800k/hls/mixed.m3u8
好好拍电影,https://vip1.lz-cdn1.com/20220318/284_69bf137b/1200k/hls/mixed.m3u8
超级学校霸王,https://vip.ffzy-play7.com/20221112/3771_341aca9a/2000k/hls/mixed.m3u8
盲探,https://vip1.lz-cdn.com/20220907/32058_18aee816/1000k/hls/mixed.m3u8
阿飞正传,https://vip.ffzy-play7.com/20221112/3705_a3bb4cae/2000k/hls/mixed.m3u8
无间道3 终极无间,https://vip.ffzy-play2.com/20221127/1567_f1965b4b/2000k/hls/mixed.m3u8
流浪地球2,https://vip.ffzy-online2.com/20230416/32868_9cb1983d/2000k/hls/mixed.m3u8
人潮汹涌,https://vip.lz-cdn3.com/20220630/8501_455f6ed6/1000k/hls/mixed.m3u8
拆弹专家2,https://vip1.lz-cdn1.com/20220509/4927_47a1ac5f/1200k/hls/mixed.m3u8
热血合唱团,https://vip.lz-cdn3.com/20220708/8989_07d25839/1000k/hls/mixed.m3u8
追龙,https://vip.ffzy-play7.com/20221104/1466_50247f5f/2000k/hls/mixed.m3u8
花椒之味,https://vip.ffzy-play7.com/20230316/18326_9c3533eb/2000k/hls/mixed.m3u8
建党伟业,https://vip1.lz-cdn1.com/20220420/2676_108eced1/1200k/hls/mixed.m3u8
长城,https://vip1.lz-cdn1.com/20220430/3792_92951f2d/1200k/hls/mixed.m3u8
停不了的爱,https://vip.lz-cdn3.com/20220918/13775_7e036fea/1000k/hls/mixed.m3u8
金鸡SSS,https://vip.lz-cdn3.com/20221123/16209_5842a56c/1800k/hls/mixed.m3u8
火烧岛,https://vip1.lz-cdn1.com/20220522/6326_33ed779b/1200k/hls/mixed.m3u8
至尊三十六计之偷天换日,https://vip.ffzy-play.com/20221015/1085_37999806/2000k/hls/mixed.m3u8
最佳损友,https://vip.ffzy-play7.com/20221115/4630_078a1b22/2000k/hls/mixed.m3u8
战神传说,https://vip.ffzy-play7.com/20221129/7734_53205031/2000k/hls/mixed.m3u8
绝代双骄,https://vip.lzcdn2.com/20220407/2543_e350a2dc/1200k/hls/mixed.m3u8
侠圣,https://vip1.lz-cdn1.com/20220522/6344_a6eb48c1/1200k/hls/mixed.m3u8
杀手的童话,https://vip1.lz-cdn.com/20220812/28140_4b464083/1000k/hls/mixed.m3u8
风暴,https://vip1.lz-cdn1.com/20220422/3011_f653b671/1200k/hls/mixed.m3u8
豪门夜宴,https://vip.ffzy-play.com/20221204/29458_3909f6d0/2000k/hls/mixed.m3u8
群龙夺宝,https://vip.ffzy-play7.com/20221115/4563_83e36ac1/2000k/hls/mixed.m3u8
至尊无上II之永霸天下,https://vip1.lz-cdn1.com/20220522/6365_ae07e1a4/1200k/hls/mixed.m3u8
侠盗联盟,https://vip.ffzy-play7.com/20221104/1442_e5eca889/2000k/hls/mixed.m3u8
狄仁杰之通天帝国,https://vip.lzcdn2.com/20220528/7778_ceaa7871/1200k/hls/mixed.m3u8
狱中龙,https://vip1.lz-cdn1.com/20220522/6363_19aee9c7/1200k/hls/mixed.m3u8
刀剑笑,https://vip.lzcdn2.com/20220523/7336_d076d538/1200k/hls/mixed.m3u8
夏日福星,https://vip.ffzy-play7.com/20230118/11937_84244e52/2000k/hls/mixed.m3u8
童梦奇缘,https://vip.ffzy-play7.com/20221108/2654_3f1e6e66/2000k/hls/mixed.m3u8
极道追踪,https://vip.ffzy-play7.com/20221113/3948_79202b67/2000k/hls/mixed.m3u8
赌城大亨之新哥传奇,https://vip1.lz-cdn1.com/20220522/6319_3a3c45a8/1200k/hls/mixed.m3u8
省港旗兵3逃出香港,https://vip.lz-cdn16.com/20230522/21321_c0234b77/2000k/hls/mixed.m3u8
义胆雄心,https://vip.ffzy-play7.com/20221129/7714_a0c75de1/2000k/hls/mixed.m3u8
第一茧,https://vip.ffzy-play7.com/20230208/13743_d19cd6f4/2000k/hls/mixed.m3u8
铁道飞虎,https://vip1.lz-cdn8.com/20220816/21833_65036e4e/1000k/hls/mixed.m3u8
赌神,https://vip1.lz-cdn.com/20220622/20002_d8478ab3/1000k/hls/mixed.m3u8
机Boy小子之真假威龙,https://vip.ffzy-play7.com/20221112/3562_579ab9ed/2000k/hls/mixed.m3u8
醉拳3,https://vip.lzcdn2.com/20220528/7719_845dbb4a/1200k/hls/mixed.m3u8
赌侠大战拉斯维加斯,https://vip.ffzy-online.com/20221017/873_cf765959/2000k/hls/mixed.m3u8
龙在江湖,https://vip1.lz-cdn1.com/20220522/6331_ec6af891/1200k/hls/mixed.m3u8
大冒险家,https://vip.lzcdn2.com/20220408/2712_22360368/1200k/hls/mixed.m3u8
烈火战车,https://vip.ffzy-play7.com/20221112/3548_0907572b/2000k/hls/mixed.m3u8
上海滩十三太保,https://vip1.lz-cdn1.com/20220516/5843_f2d3e2af/1200k/hls/mixed.m3u8
肝胆相照,https://vip.ffzy-play7.com/20221115/4468_44f459bb/2000k/hls/mixed.m3u8
与龙共舞,https://vip1.lz-cdn7.com/20230114/13483_d44d2cb2/2000k/hls/mixed.m3u8
拆弹专家,https://vip.lz-cdn3.com/20220812/11261_d4322bad/1000k/hls/mixed.m3u8
拆弹专家2,https://vip1.lz-cdn1.com/20220509/4927_47a1ac5f/1200k/hls/mixed.m3u8
龙在边缘,https://vip1.lz-cdn1.com/20220512/5399_45dce259/1200k/hls/mixed.m3u8
决战紫禁之巅,https://vip.ffzy-play7.com/20230413/22211_bfb8d6b2/2000k/hls/mixed.m3u8
精装追女仔之2,https://vip1.lz-cdn1.com/20220405/1119_ba1ba74a/1200k/hls/mixed.m3u8
十面埋伏,https://vip.ffzy-play7.com/20221117/5218_ad30347f/2000k/hls/mixed.m3u8
龙腾四海,https://vip1.lz-cdn7.com/20230208/14040_ebbff9e7/2000k/hls/mixed.m3u8
英雄好汉,https://vip.lzcdn2.com/20220530/7921_5edb2cc4/1200k/hls/mixed.m3u8
五亿探长雷洛传,https://vip.ffzy-play7.com/20221208/8949_c71cec39/2000k/hls/mixed.m3u8
阿虎,https://vip1.lz-cdn8.com/20220722/19147_613ede5f/1000k/hls/mixed.m3u8
我的特工爷爷,https://vip.ffzy-play7.com/20221106/1991_83a8af20/2000k/hls/mixed.m3u8
富贵兵团,https://vip1.lz-cdn7.com/20230114/13478_574ded0a/2000k/hls/mixed.m3u8
最佳福星,https://vip.ffzy-play7.com/20221208/9011_404faaa6/2000k/hls/mixed.m3u8
墨攻,https://vip1.lz-cdn8.com/20220821/22467_f559649f/1000k/hls/mixed.m3u8
赌侠1999,https://vip.lzcdn2.com/20220408/2650_ebb573c7/1200k/hls/mixed.m3u8
五虎将之决裂,https://vip.lzcdn2.com/20220523/7373_ae0dc6d1/1200k/hls/mixed.m3u8
异域,https://vip.ffzy-play7.com/20230404/20968_1ebc44f4/2000k/hls/mixed.m3u8
再战江湖,https://vip.lz-cdn3.com/20230711/20183_ff5934c4/2000k/hls/mixed.m3u8
天机富春山居图,https://vip1.lz-cdn1.com/20220420/2708_be8b35a1/1200k/hls/mixed.m3u8
五亿探长雷洛传,https://vip.ffzy-play7.com/20221208/8949_c71cec39/2000k/hls/mixed.m3u8
飙城,https://vip.ffzy-play7.com/20230315/18178_3dac46d8/2000k/hls/mixed.m3u8
群星会,https://vip.ffzy-online1.com/20230612/41218_c203f882/2000k/hls/mixed.m3u8
家在香港,https://vip.ffzy-play7.com/20221208/8617_0e0495e2/2000k/hls/mixed.m3u8
门徒,https://vip.ffzy-play.com/20221017/1787_03664048/2000k/hls/mixed.m3u8
黑马王子,https://vip.lzcdn2.com/20220523/7349_0f4fa5dc/1200k/hls/mixed.m3u8
爱情梦幻号,https://vip.ffzy-play7.com/20221113/4075_e6114091/2000k/hls/mixed.m3u8
