友情提示,#genre#
新视觉,http://huangtong-com.cn:9902/tsfile/live/1057_1.m3u8
求索纪录,http://huangtong-com.cn:9902/tsfile/live/1002_1.m3u8
广东卫视,http://jf.jxx2023.work:40446/tsfile/live/1005_1.m3u8
CCTV1,http://jf.jxx2023.work:40446/tsfile/live/0001_1.m3u8
CCTV2,http://jf.jxx2023.work:40446/tsfile/live/0002_1.m3u8
CCTV3,http://jf.jxx2023.work:40446/tsfile/live/0003_1.m3u8
CCTV4,http://jf.jxx2023.work:40446/tsfile/live/1021_1.m3u8
CCTV5,http://jf.jxx2023.work:40446/tsfile/live/0005_1.m3u8
CCTV6,http://jf.jxx2023.work:40446/tsfile/live/0006_1.m3u8
CCTV7,http://jf.jxx2023.work:40446/tsfile/live/0007_1.m3u8
CCTV8,http://jf.jxx2023.work:40446/tsfile/live/0008_1.m3u8
CCTV10,http://jf.jxx2023.work:40446/tsfile/live/0010_1.m3u8
CCTV11,http://jf.jxx2023.work:40446/tsfile/live/0011_2.m3u8
CCTV12,http://jf.jxx2023.work:40446/tsfile/live/0012_1.m3u8
CCTV13,http://jf.jxx2023.work:40446/tsfile/live/0013_1.m3u8
CCTV14,http://jf.jxx2023.work:40446/tsfile/live/1058_1.m3u8
CCTV15,http://jf.jxx2023.work:40446/tsfile/live/0015_2.m3u8
CCTV17,http://jf.jxx2023.work:40446/tsfile/live/0019_1.m3u8
风云音乐,http://jf.jxx2023.work:40446/tsfile/live/1148_1.m3u8
怀旧剧场,http://jf.jxx2023.work:40446/tsfile/live/1149_1.m3u8
风云剧场,http://jf.jxx2023.work:40446/tsfile/live/1150_1.m3u8
第一剧场,http://jf.jxx2023.work:40446/tsfile/live/1049_1.m3u8
阜南新闻,http://jf.jxx2023.work:40446/tsfile/live/1048_1.m3u8
阜阳新闻,http://jf.jxx2023.work:40446/tsfile/live/1053_1.m3u8
阜阳公共,http://jf.jxx2023.work:40446/tsfile/live/1052_1.m3u8
阜阳教育,http://jf.jxx2023.work:40446/tsfile/live/1059_1.m3u8
安徽农业,http://jf.jxx2023.work:40446/tsfile/live/1015_1.m3u8
安徽综艺,http://jf.jxx2023.work:40446/tsfile/live/1036_1.m3u8
安徽公共,http://jf.jxx2023.work:40446/tsfile/live/1038_1.m3u8
安徽影视,http://jf.jxx2023.work:40446/tsfile/live/1147_1.m3u8
安徽经济生活,http://jf.jxx2023.work:40446/tsfile/live/1020_1.m3u8
星影,http://jf.jxx2023.work:40446/tsfile/live/1044_1.m3u8
梨园频道,http://jf.jxx2023.work:40446/tsfile/live/1008_1.m3u8
金鹰卡通,http://jf.jxx2023.work:40446/tsfile/live/1030_1.m3u8
优漫卡通,http://jf.jxx2023.work:40446/tsfile/live/1000_1.m3u8
卡酷少儿,http://jf.jxx2023.work:40446/tsfile/live/1057_1.m3u8
安徽卫视,http://jf.jxx2023.work:40446/tsfile/live/1007_1.m3u8
河南卫视,http://jf.jxx2023.work:40446/tsfile/live/0139_1.m3u8
北京卫视,http://jf.jxx2023.work:40446/tsfile/live/1031_1.m3u8
上海卫视,http://jf.jxx2023.work:40446/tsfile/live/0107_1.m3u8
天津卫视,http://jf.jxx2023.work:40446/tsfile/live/1081_1.m3u8
重庆卫视,http://jf.jxx2023.work:40446/tsfile/live/0142_1.m3u8
浙江卫视,http://jf.jxx2023.work:40446/tsfile/live/1068_1.m3u8
江苏卫视,http://jf.jxx2023.work:40446/tsfile/live/0127_1.m3u8
山东卫视,http://jf.jxx2023.work:40446/tsfile/live/1078_1.m3u8
湖南卫视,http://jf.jxx2023.work:40446/tsfile/live/1042_1.m3u8
湖北卫视,http://jf.jxx2023.work:40446/tsfile/live/1018_1.m3u8
东南卫视,http://jf.jxx2023.work:40446/tsfile/live/0137_1.m3u8
广西卫视,http://jf.jxx2023.work:40446/tsfile/live/0113_1.m3u8
云南卫视,http://jf.jxx2023.work:40446/tsfile/live/0119_1.m3u8
贵州卫视,http://jf.jxx2023.work:40446/tsfile/live/0120_1.m3u8
四川卫视,http://jf.jxx2023.work:40446/tsfile/live/0123_1.m3u8
江西卫视,http://jf.jxx2023.work:40446/tsfile/live/0138_1.m3u8
山西卫视,http://jf.jxx2023.work:40446/tsfile/live/0118_1.m3u8
陕西卫视,http://jf.jxx2023.work:40446/tsfile/live/0136_1.m3u8
辽宁卫视,http://jf.jxx2023.work:40446/tsfile/live/0121_1.m3u8
吉林卫视,http://jf.jxx2023.work:40446/tsfile/live/0116_1.m3u8
黑龙江卫视,http://jf.jxx2023.work:40446/tsfile/live/1084_1.m3u8
海南卫视,http://jf.jxx2023.work:40446/tsfile/live/1006_1.m3u8
西藏卫视,http://jf.jxx2023.work:40446/tsfile/live/0111_1.m3u8
甘肃卫视,http://jf.jxx2023.work:40446/tsfile/live/0141_1.m3u8
宁夏卫视,http://jf.jxx2023.work:40446/tsfile/live/0112_1.m3u8
青海卫视,http://jf.jxx2023.work:40446/tsfile/live/0140_1.m3u8
内蒙古卫视,http://jf.jxx2023.work:40446/tsfile/live/0109_1.m3u8
兵团卫视,http://jf.jxx2023.work:40446/tsfile/live/0115_1.m3u8
三沙卫视,http://jf.jxx2023.work:40446/tsfile/live/1035_1.m3u8
农林卫视,http://jf.jxx2023.work:40446/tsfile/live/1001_1.m3u8
中国教育1,http://jf.jxx2023.work:40446/tsfile/live/1002_1.m3u8
中国教育2,http://jf.jxx2023.work:40446/tsfile/live/1134_1.m3u8
中国教育4,http://jf.jxx2023.work:40446/tsfile/live/1135_1.m3u8
山东教育,http://jf.jxx2023.work:40446/tsfile/live/1003_1.m3u8
中国天气,http://jf.jxx2023.work:40446/tsfile/live/1050_1.m3u8
财富天下,http://jf.jxx2023.work:40446/tsfile/live/1074_1.m3u8
法治天地,http://jf.jxx2023.work:40446/tsfile/live/1047_1.m3u8
安庆新闻,http://jf.jxx2023.work:40446/tsfile/live/1045_1.m3u8
淮南一套,http://jf.jxx2023.work:40446/tsfile/live/1046_1.m3u8
宿州新闻,http://jf.jxx2023.work:40446/tsfile/live/1043_1.m3u8
亳州综合,http://jf.jxx2023.work:40446/tsfile/live/0011_1.m3u8
热播剧场,http://jf.jxx2023.work:40446/tsfile/live/1051_1.m3u8
经典电影,http://jf.jxx2023.work:40446/tsfile/live/1055_1.m3u8
湖南娱乐,http://jf.jxx2023.work:40446/tsfile/live/1011_1.m3u8
湖南经视,http://jf.jxx2023.work:40446/tsfile/live/1012_1.m3u8
环球影视,http://jf.jxx2023.work:40446/tsfile/live/1013_1.m3u8
农民频道,http://jf.jxx2023.work:40446/tsfile/live/1014_1.m3u8
安多卫视,http://jf.jxx2023.work:40446/tsfile/live/1004_1.m3u8
蒙古语卫视,http://jf.jxx2023.work:40446/tsfile/live/1010_1.m3u8
康巴卫视,http://jf.jxx2023.work:40446/tsfile/live/0134_1.m3u8
幸运影视,http://jf.jxx2023.work:40446/tsfile/live/1009_1.m3u8
深圳卫视,http://jf.jxx2023.work:40446/tsfile/live/0126_1.m3u8

广东地方,#genre#
广东珠江高清,http://max.token.iptv.xin:2052/live/fetch/iptv.xin.ly_225?token=OQWTpmBbsz0MWxVlxoFkPA%3D%3D&key=XnL0tLDVZtIbh%2BfKh8qN8%2F7MGyDxAyWUlfV0AwU4doO2Fp41Km3hH4%2FR7o%2FAIyKTfS3pKJnCoZM9r5D3wo6EiIJVV4Lszd%2BtfUbjogirUoT%2BOv70sHIpdNEHqpYZ5k1iopfeeQSnI2V0KnJGna9fCo93vl3SWmjsuvx8g61UcUI75gfj%2Foa9o8YYk7bZAVwcBIBAvBHOCHr8dFO36VFsodTA8%2F2%2FTGwLsEfiEe5OKmhDsfg%2Bu6fJOHOtDJk40yZsLAvUbQqapU9fqWuXBaUCTr17xbUBHuOgapyniC%2B8%2BZB%2BhLoWNJzs56cukJd449yiZX2K0PGtUUId3AeAWtN%2BjQ%3D%3D&clientIp=246.85.9.76
广东珠江,http://max.token.iptv.xin:2052/live/fetch/iptv.xin.ly_226?token=OQWTpmBbsz0MWxVlxoFkPA%3D%3D&key=XnL0tLDVZtIbh%2BfKh8qN8%2F7MGyDxAyWUlfV0AwU4doO2Fp41Km3hH4%2FR7o%2FAIyKTKuyfZ72tD519ZBVlIf20uJzLHOzwYWExS%2Btg36rkIv%2FQSUzuhttroK3S9sYuSvgWZt2HBhCy%2FePTVbA%2F2VDCKPDEfZMFNyvty00herSsBmPxfnHN2GuenL8TdsQ9Jk43gazq9h6epTaT1dJ01QmpsRcIzSLWeYeg6nqxGQAObLFrjoz%2BS31yaqhwqYNF9mjn6MuCbhiGpBcvMYuFnfSZN5RtCjUXuGgP0MgKA04nUexkndUuzv9RxSGhfmcsRMRCshDY7YqBLTq2Pg0j0bm2kw%3D%3D&clientIp=246.85.9.76
广东民生,http://max.token.iptv.xin:2052/live/fetch/iptv.xin.ly_228?token=OQWTpmBbsz0MWxVlxoFkPA%3D%3D&key=XnL0tLDVZtIbh%2BfKh8qN8%2F7MGyDxAyWUlfV0AwU4doO2Fp41Km3hH4%2FR7o%2FAIyKTsisXndAnniBIt%2FfzVbLDHPReBLcFHITYy9r31cjFBSZosIgBt0%2FpMXetn9D8ydeiwpAX7V0sBD4dYroSN964mcTcMrVE%2B8XiHkppHRfyggHfqNZX1qCDeqqM92kW%2FeLKfYK8yA4k1z2sHkWTqVAHA%2Bs8194EFo%2BlttaH16%2FfXD5oGJytb4YVLsMIYiPspLeaRc4MwtTTlwmPETDRiyJqHB4l7ZASbcf1Vow6YnUP0QqvhixaRFrYrmUH848xuTy6FgVKHc%2FqnqxorokXao7VtQ%3D%3D&clientIp=246.85.9.76
广东影视,http://max.token.iptv.xin:2052/live/fetch/iptv.xin.ly_229?token=OQWTpmBbsz0MWxVlxoFkPA%3D%3D&key=XnL0tLDVZtIbh%2BfKh8qN8%2F7MGyDxAyWUlfV0AwU4doO2Fp41Km3hH4%2FR7o%2FAIyKTSon7xMftYbTMy4qd3YdkHNgvox0WnoFiWjoxSnHFw559juzBpOBrjTV20USUko58mvkWmzQ%2FiBO%2Bvj7dJPKjwfZfmhAOvQ90qXJwaEZtg3BfBfHgOU9UclZ56hVM%2BASv2VEImapIJenJ3KKtsg8FXl0VDTXkQaCN6Sl7IOx7ALTp6CyQUab8THKOQWHai9ebx6wF0K%2FRAerA1Td7KJOTFQulTuxcqinCUgn5km5PYjairuewbMI5ytTfBJZDMf4P8Kocl%2BeCzoRs05fKCmrglQ%3D%3D&clientIp=246.85.9.76
广东体育,http://max.token.iptv.xin:2052/live/fetch/iptv.xin.ly_230?token=OQWTpmBbsz0MWxVlxoFkPA%3D%3D&key=XnL0tLDVZtIbh%2BfKh8qN8%2F7MGyDxAyWUlfV0AwU4doO2Fp41Km3hH4%2FR7o%2FAIyKTUQDyrHffM%2FLW1D6RdsY4iEjZsiAZRbzmxRJpBhyEHJCXbNAFAuZjncidjdfvW6gzlbju5PaKcBsQGfuzL5C22HuOlRh3wCn3%2FRethmcOUB8e2qsYrHk7s3kOTVOpcVAhJHtnldQHKdwIWVqvJrb4Fb9%2FcjhiAU0%2BiPH22rff0cVxb6qNxQIwbLgLAt1VYAy3yt7M%2FOIuBmwK1rLU%2F6qezkoOjVaEyZruutxLhSKA9zw8vaD1dUyfXgIvIE41UHPr0OY%2F6sKN3jfDUaT5J46yZw%3D%3D&clientIp=246.85.9.76
广东经济科教,http://max.token.iptv.xin:2052/live/fetch/iptv.xin.ly_231?token=OQWTpmBbsz0MWxVlxoFkPA%3D%3D&key=XnL0tLDVZtIbh%2BfKh8qN8%2F7MGyDxAyWUlfV0AwU4doO2Fp41Km3hH4%2FR7o%2FAIyKTfYYueEkbQ3h2NFYDd0ykQEXV%2BGhbEVFfM1MnSxjVUYRGYBviAOx5v%2BjzU9Vw28%2FYyZ40APMaly9zMiWHltrpuzO4x%2B5ay4GaUUpMdT%2B9e75I4oIA6zR0x0NaKK63Twfq6m2KdlEpCJxJ1Nw78ibXQPnubqtQoWG%2B2DvwQCt7JRBIbgCp%2BLYxKLnTu4ughLf8fRjOo49fh019hF%2FkYO2bTYjCvuJJfnhW8L1KS7hWxr8dNExLPYxOZ3d37hniEHlhMSf2i8w05R8nILXKmvcZCA%3D%3D&clientIp=246.85.9.76
广东少儿,http://max.token.iptv.xin:2052/live/fetch/iptv.xin.ly_232?token=OQWTpmBbsz0MWxVlxoFkPA%3D%3D&key=XnL0tLDVZtIbh%2BfKh8qN8%2F7MGyDxAyWUlfV0AwU4doO2Fp41Km3hH4%2FR7o%2FAIyKTuwRXdKz%2Bg6%2FIibHG%2FtpEPbyrbQR0s%2FzWCG1%2FrAztq8rIKJzgSfNoa1QYqwb6cwXz%2FZiPSf9gNqidVFgv8vsf13T9i3Dr%2BKuzLlRcP9GzWNK4E6iR6GwRnXhxb7zXMuDyW89wiGeBdKAOktv6GeQeSMqBkaD77tHA7ErDzuT8jVUL0DktbblaMhK44y%2FpC67HDKaBiL%2Bfqkg9fUU4SoLRYsU5n7sOMqeMBUF3F4gTAALd0vwtzI1kZddkAUr6G9jgj2Q6gtuYPAHkBmhmmwJFxQ%3D%3D&clientIp=246.85.9.76
大湾区卫视,http://max.token.iptv.xin:2052/live/fetch/iptv.xin.ly_224?token=OQWTpmBbsz0MWxVlxoFkPA%3D%3D&key=XnL0tLDVZtIbh%2BfKh8qN8%2F7MGyDxAyWUlfV0AwU4doO2Fp41Km3hH4%2FR7o%2FAIyKTXTxvQS3pSkRC1vR5KSfRSlcYVr6jbdR4dTO%2B%2BXNTj4h9wv5y9mZWiyaA7AU70guSPG0pj%2FFaPEk77g0Xl7JoUy2KvsudjgY0DJgnlmBUci2PgjfDo%2B3uZbetQJN27l5gOG9zT2uaBE5hDSIXPHoayXlgfZH1I628mZ%2BC1hia4nfA2DaApQ4Ul2gYmkGHuBc50ealA5VpAQdFMim56dGfpPaQaKGxhJq%2FWmvXawkX11Q0ZnnlCpYi6Xb%2B0GGcJAT8lN4R2hgdhv97Ex%2Bhz49vsA%3D%3D&clientIp=246.85.9.76
翡翠台,http://php.jdshipin.com:8880/smt.php?id=jade_twn
广州综合,http://tencentplaygzrb01.gztv.com/live/zonghes.m3u8
广州新闻,http://tencentplaygzrb01.gztv.com/live/xinwen.m3u8
广州南国都市,http://tencentplaygzrb01.gztv.com/live/nanguodushi.m3u8
广州竞赛,http://tencentplaygzrb01.gztv.com/live/jingsai.m3u8
广州综合,http://php.jdshipin.com:8880/gztv.php?id=zhonghe
广州影视,http://php.jdshipin.com:8880/gztv.php?id=yingshi
广州法治,http://php.jdshipin.com:8880/gztv.php?id=fazhi
番禺电视台,http://video.epaper.pybtv.cn:8080/live/rtmp_live_demo.flv
东莞新闻综合,https://stream.sun0769.com/dgrtv1/mp4tv1_800/index.m3u8
东莞生活资讯,https://stream.sun0769.com/dgrtv1/mp4tv2_800/index.m3u8
东莞生活资讯,http://php.jdshipin.com:8880/0769.php?id=shzx
阳江1,https://live.yjtvw.com:8081/live/yjtv1.m3u8
阳江2,https://live.yjtvw.com:8081/live/yjtv2.m3u8
佛山顺德,http://php.jdshipin.com:8880/fstv.php?id=fssd
湖南都市,http://php.jdshipin.com:8880/iptv.php?id=hnds
湖南电视剧,http://php.jdshipin.com:8880/iptv.php?id=hndsj
湖南电影,http://php.jdshipin.com:8880/iptv.php?id=hndy
湖南国际,http://php.jdshipin.com:8880/iptv.php?id=hngj
湖南经视,http://php.jdshipin.com:8880/iptv.php?id=hnjs
TVB星河,http://php.jdshipin.com:8880/TVOD/iptv.php?id=xinghe
赣州新闻,https://pili-live-hls-sjxgz2024.sobeylive.com/jxgz2024/396_q_live172526329228525.m3u8
赣州公共,https://pili-live-hls-sjxgz2024.sobeylive.com/jxgz2024/396_q_live172526334096251.m3u8
赣州教育,https://pili-live-hls-sjxgz2024.sobeylive.com/jxgz2024/396_q_live172526335287668.m3u8
抚州公共,http://tv.live.fgtxnews.com/fztv/gonggong.m3u8
抚州综合,http://tv.live.fgtxnews.com/fztv/zonghe.m3u8

移动线路,#genre#
广东卫视,http://z.b.bkpcp.top/m.php?id=gdws
CCTV1,http://z.b.bkpcp.top/m.php?id=cctv1
CCTV2,http://z.b.bkpcp.top/m.php?id=cctv2
CCTV3,http://z.b.bkpcp.top/m.php?id=cctv3
CCTV5,http://z.b.bkpcp.top/m.php?id=cctv5
CCTV5+,http://z.b.bkpcp.top/m.php?id=cctv5p
CCTV6,http://z.b.bkpcp.top/m.php?id=cctv6
CCTV8,http://z.b.bkpcp.top/m.php?id=cctv8
CCTV9,http://z.b.bkpcp.top/m.php?id=cctv9
CCTV13,http://z.b.bkpcp.top/m.php?id=cctv13
CCTV14,http://z.b.bkpcp.top/m.php?id=cctv14
CCTV15,http://z.b.bkpcp.top/m.php?id=cctv15
家庭影院,http://z.b.bkpcp.top/m.php?id=jtyy
陕西卫视,http://z.b.bkpcp.top/m.php?id=sxws
江西卫视,http://z.b.bkpcp.top/m.php?id=jxws
江苏卫视,http://z.b.bkpcp.top/m.php?id=jsws
欢笑剧场,http://z.b.bkpcp.top/m.php?id=hxjc

深圳酒店,#genre#
无线新闻,http://php.jdshipin.com:8880/smt.php?id=inews_twn
华丽台,http://php.jdshipin.com/smt.php?id=Tvbjade
华丽台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=huali
TVB功夫,http://v2h.jdshipin.com/asia_action1/1asia_action.stream/chunklist_w101.m3u8
TVB星河台,http://v2h.jdshipin.com/xinghe_1/xinghe_1.stream/chunklist_w106.m3u8

港台测试,#genre#
无线新闻,http://php.jdshipin.com/TVOD/iptv.php?id=wxxwt
TVB娱乐新闻台,http://php.jdshipin.com/TVOD/iptv.php?id=tvbylxw
有线18,http://220.249.51.134:10006/you18-盗源者死全家/易發TV/hls.m3u8
TVB plus,https://vdm6-ali.wujiekeji1.com/live/h6-2.flv
TVB plus,https://vdm6-hw.nbgdsygs.com/live/h6-2.flv
香港33台,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream03/streamPlaylist.m3u8
香港34台,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream02/streamPlaylist.m3u8
香港35台,https://rthktv35-live.akamaized.net/hls/live/2101643/RTHKTV35/stream02/streamPlaylist.m3u8
八大戏剧,http://61.221.215.25:8800/hls/39/index.m3u8
八大戏剧,http://61.221.215.25:8800/hls/41/index.m3u8
中华小当家,http://61.221.215.25:8800/hls/40/index.m3u8
AMC电影台,http://61.221.215.25:8800/hls/43/index.m3u8
中天娱乐,http://61.221.215.25:8800/hls/47/index.m3u8
纬来精彩,http://61.221.215.25:8800/hls/48/index.m3u8
49号,http://61.221.215.25:8800/hls/49/index.m3u8
探索亚洲,http://61.221.215.25:8800/hls/50/index.m3u8
八大第一,http://61.221.215.25:8800/hls/55/index.m3u8
动物星球,http://61.221.215.25:8800/hls/57/index.m3u8
八大综合,http://61.221.215.25:8800/hls/56/index.m3u8
TVB千禧经典,http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbc
Astr剧集,http://php.jdshipin.com:8880/TVOD/iptv.php?id=aod
寰宇新聞台,http://222.128.55.152:9080/live/hy.m3u8

影视,#genre#
电影,http://zby.xjqxz.top/live5/live.m3u8
电影1,http://zby.xjqxz.top/live7/live.m3u8
电影1905,http://zby.xjqxz.top/live11/live.m3u8
电影3,http://zby.xjqxz.top/live13/live.m3u8
电影4,http://zby.xjqxz.top/live18/live.m3u8

影视轮播,#genre#
剧集_泊枫剧场1,http://huanqiuzhibo.cn/manifest/douyu.php?id=7623292
剧集_香港功夫台,http://huanqiuzhibo.cn/manifest/douyu.php?id=9548850
剧集_TVB剧场1,http://huanqiuzhibo.cn/manifest/douyu.php?id=7655471
剧集_TVB剧场2,http://huanqiuzhibo.cn/manifest/douyu.php?id=4290711
剧集_TVB剧场2,http://huanqiuzhibo.cn/manifest/douyu.php?id=5522351
剧集_经典神剧,http://huanqiuzhibo.cn/manifest/douyu.php?id=3700024
剧集_新白娘子传奇,http://huanqiuzhibo.cn/manifest/douyu.php?id=431460
剧集_快乐剧场,http://huanqiuzhibo.cn/manifest/douyu.php?id=6863367
电影_八戒影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=1979257
电影_粤语电影3,http://huanqiuzhibo.cn/manifest/douyu.php?id=1226741
电影_粤语电影98,http://huanqiuzhibo.cn/manifest/douyu.php?id=5033502
电影_神乐影剧,http://huanqiuzhibo.cn/manifest/douyu.php?id=122402
电影_神乐剧场,http://huanqiuzhibo.cn/manifest/douyu.php?id=85894
电影_可乐影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=20415
电影_欧美大片,http://huanqiuzhibo.cn/manifest/douyu.php?id=2793084
电影_不一样的电影,http://huanqiuzhibo.cn/manifest/douyu.php?id=2632223
电影_悬疑惊悚,http://huanqiuzhibo.cn/manifest/douyu.php?id=263824
电影_邵氏影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=4246519
电影_港台电影,http://huanqiuzhibo.cn/manifest/douyu.php?id=3637778
电影_倍速播放,http://huanqiuzhibo.cn/manifest/douyu.php?id=4105989
电影_惊悚电影,http://huanqiuzhibo.cn/manifest/douyu.php?id=310926
电影_网神影厅,http://huanqiuzhibo.cn/manifest/douyu.php?id=508118
电影_译制国语,http://huanqiuzhibo.cn/manifest/douyu.php?id=2436390
电影_蚂蚱影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=6079455
电影_林正英,http://huanqiuzhibo.cn/manifest/douyu.php?id=7356023
电影_周星驰,http://huanqiuzhibo.cn/manifest/douyu.php?id=1274132
综娱_讲悬疑犯罪,http://huanqiuzhibo.cn/manifest/douyu.php?id=9171887
综娱_老烟斗鬼故事,http://huanqiuzhibo.cn/manifest/douyu.php?id=2337939
综娱_鬼兄奇谈,http://huanqiuzhibo.cn/manifest/douyu.php?id=8722254
综娱_贝爷求生,http://huanqiuzhibo.cn/manifest/douyu.php?id=454867
综娱_荒野建造者,http://huanqiuzhibo.cn/manifest/douyu.php?id=9611578
综娱_经典小品,http://huanqiuzhibo.cn/manifest/douyu.php?id=9067836
综娱_赵本山小品,http://huanqiuzhibo.cn/manifest/douyu.php?id=9817716
综娱_开心麻花小品,http://huanqiuzhibo.cn/manifest/douyu.php?id=10153463
综娱_宋小宝小品,http://huanqiuzhibo.cn/manifest/douyu.php?id=9817729
综娱_许君聪小品,http://huanqiuzhibo.cn/manifest/douyu.php?id=10419558
综娱_贾玲小品,http://huanqiuzhibo.cn/manifest/douyu.php?id=10419541
综娱_经典相声，小品,http://huanqiuzhibo.cn/manifest/douyu.php?id=9273031
综娱_辽宁台相声小品,http://huanqiuzhibo.cn/manifest/douyu.php?id=9403712
动漫_动漫剧场2,http://huanqiuzhibo.cn/manifest/douyu.php?id=7528160
动漫_动漫剧场3,http://huanqiuzhibo.cn/manifest/douyu.php?id=1487654
动漫_动漫剧场4,http://huanqiuzhibo.cn/manifest/douyu.php?id=997925
动漫_开心锤锤,http://huanqiuzhibo.cn/manifest/douyu.php?id=9018297
动漫_搞笑动画,http://huanqiuzhibo.cn/manifest/douyu.php?id=562225
动漫_柯南剧场版,http://huanqiuzhibo.cn/manifest/douyu.php?id=6484910
动漫_料理小当家集,http://huanqiuzhibo.cn/manifest/douyu.php?id=8231658
动漫_王者峡谷生活【动漫】,http://huanqiuzhibo.cn/manifest/douyu.php?id=9360149

历届春晚现场,#genre#
1985年中央电视台春节联欢晚会,https://alimov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMDFfNDAzMDAxOTlfNjYyNzMyNTAwMzJfMF8z_b_Be73c5abcbc0eeb2ec9fce6842e1362a4.mp4
1986年中央电视台春节联欢晚会,https://alimov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMDRfNDAzMDAxOTlfNjYyNzMyNTU0OTRfMF8z_b_B24f7d19f1132fa5d7f502f8377ad5567.mp4
1987年中央电视台春节联欢晚会,https://alimov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMDhfNDAzMDAxOTlfNjYyNzMyNjMyMDNfMF8z_b_B570493ed8f7200d4013a66b2d21b2de9.mp4
1988年中央电视台春节联欢晚会,https://alimov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMTJfNDAzMDAxOTlfNjYyNzMyNjkxNjBfMF8z_b_B8c835b83a92d25bde81ba22c5cd9521e.mp4
1989年中央电视台春节联欢晚会,https://alimov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMTVfNDAzMDAxOTlfNjYyNzMyNzQ2OTlfMF8z_b_Be477b27b9ce655d2372df56a5a3d96ef.mp4
1990年中央电视台春节联欢晚会,https://cdn8.yzzy-online.com/20220704/597_e0d90c37/1000k/hls/index.m3u8
1993年中央电视台春节联欢晚会,https://alimov2.a.kwimgs.com/upic/2023/01/13/22/BMjAyMzAxMTMyMjEwMDNfNDAzMDAxOTlfOTM1MTIzMzYwODJfMF8z_b_B647d10e431b4cc5e48e6c77347d69021.mp4
1994年中央电视台春节联欢晚会,https://alimov2.a.kwimgs.com/upic/2023/01/13/22/BMjAyMzAxMTMyMjEwMDNfNDAzMDAxOTlfOTM1MTIzMzYxMjNfMF8z_b_B3dde97f36273f04403d4dc5eec611a35.mp4
1995年中央电视台春节联欢晚会,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQwNzVfMF8z_b_B811c0dec6b9a3d3074a18522c185010a.mp4
1996年中央电视台春节联欢晚会,https://alimov2.a.kwimgs.com/upic/2023/01/13/22/BMjAyMzAxMTMyMjEwMDNfNDAzMDAxOTlfOTM1MTIzMzYxNTJfMF8z_b_Bd841eae10ab1c9955ef55fbedfae6c45.mp4
1999年中央电视台春节联欢晚会,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQxNTRfMF8z_b_B0b5e52bc003285ef66ec0cbb2be08556.mp4
2000年中央电视台春节联欢晚会,https://alimov2.a.kwimgs.com/upic/2023/01/13/21/BMjAyMzAxMTMyMTE4MzRfNDAzMDAxOTlfOTM1MDY4ODIxMTNfMF8z_b_Bdddf4e7ef0ff6cfd477857bb40e78419.mp4
2001年中央电视台春节联欢晚会,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQyMDFfMF8z_b_B70592cb7c4054e9cabb675e849bbf4bd.mp4
2002年中央电视台春节联欢晚会,https://alimov2.a.kwimgs.com/upic/2023/01/13/21/BMjAyMzAxMTMyMTE4MzRfNDAzMDAxOTlfOTM1MDY4ODIxNDdfMF8z_b_Ba6271d10b7e6cfae83759033a091f257.mp4
2003年中央电视台春节联欢晚会,https://alimov2.a.kwimgs.com/upic/2023/01/14/23/BMjAyMzAxMTQyMzQxNDdfNDAzMDAxOTlfOTM2MTU0MTk1NDFfMF8z_b_B182749d2cd2ea9323639254af385f24b.mp4
2004年中央电视台春节联欢晚会,https://alimov2.a.kwimgs.com/upic/2023/01/13/21/BMjAyMzAxMTMyMTE4MzRfNDAzMDAxOTlfOTM1MDY4ODIxOTVfMF8z_b_B86c4430b82ff5a7f4e8132f6ee558536.mp4
2005年中央电视台春节联欢晚会,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQyMzhfMF8z_b_B35ad7cc86aec8fc9e5ddfb31fc7bed63.mp4
